"";"stim1";"ppt";"responses";"RTs";"RWAsc";"bloc";"valence";"condition1"
"8147";"M7";"551929__20160428_155540.csv";3;274;75;"2";"Pos";"ratings_Grp1"
"8148";"B4";"551929__20160428_155540.csv";3;258;75;"2";"Neg";"ratings_Grp1"
"8149";"B3";"551929__20160428_155540.csv";3;232;75;"2";"Neg";"ratings_Grp1"
"8150";"B1";"551929__20160428_155540.csv";3;241;75;"2";"Neg";"ratings_Grp1"
"8151";"B7";"551929__20160428_155540.csv";3;227;75;"2";"Neg";"ratings_Grp1"
"8152";"B5";"551929__20160428_155540.csv";3;254;75;"2";"Neg";"ratings_Grp1"
"8153";"M1";"551929__20160428_155540.csv";4;2;75;"2";"Pos";"ratings_Grp1"
"8154";"B6";"551929__20160428_155540.csv";4;247;75;"2";"Neg";"ratings_Grp1"
"8155";"B2";"551929__20160428_155540.csv";4;247;75;"2";"Neg";"ratings_Grp1"
"8156";"B8";"551929__20160428_155540.csv";3;243;75;"2";"Neg";"ratings_Grp1"
"8157";"M2";"551929__20160428_155540.csv";3;275;75;"2";"Pos";"ratings_Grp1"
"8158";"M8";"551929__20160428_155540.csv";4;212;75;"2";"Pos";"ratings_Grp1"
"8159";"M4";"551929__20160428_155540.csv";4;247;75;"2";"Pos";"ratings_Grp1"
"8209";"M7";"551929__20160428_155541.csv";3;26581;74;"2";"Pos";"ratings_Grp1"
"8210";"B7";"551929__20160428_155541.csv";5;7126;74;"2";"Neg";"ratings_Grp1"
"8211";"M2";"551929__20160428_155541.csv";3;2270;74;"2";"Pos";"ratings_Grp1"
"8212";"M4";"551929__20160428_155541.csv";3;1263;74;"2";"Pos";"ratings_Grp1"
"8213";"B8";"551929__20160428_155541.csv";5;1168;74;"2";"Neg";"ratings_Grp1"
"8214";"B2";"551929__20160428_155541.csv";3;1041;74;"2";"Neg";"ratings_Grp1"
"8215";"B3";"551929__20160428_155541.csv";5;5384;74;"2";"Neg";"ratings_Grp1"
"8216";"M1";"551929__20160428_155541.csv";3;1898;74;"2";"Pos";"ratings_Grp1"
"8217";"B1";"551929__20160428_155541.csv";3;1805;74;"2";"Neg";"ratings_Grp1"
"8218";"B5";"551929__20160428_155541.csv";5;2670;74;"2";"Neg";"ratings_Grp1"
"8219";"M8";"551929__20160428_155541.csv";3;1417;74;"2";"Pos";"ratings_Grp1"
"8220";"B6";"551929__20160428_155541.csv";5;1444;74;"2";"Neg";"ratings_Grp1"
"8221";"B4";"551929__20160428_155541.csv";5;799;74;"2";"Neg";"ratings_Grp1"
"8222";"M3";"551929__20160428_155541.csv";3;1090;74;"2";"Pos";"ratings_Grp1"
"8223";"M6";"551929__20160428_155541.csv";3;1262;74;"2";"Pos";"ratings_Grp1"
"8224";"M5";"551929__20160428_155541.csv";5;1470;74;"2";"Pos";"ratings_Grp1"
"8274";"M7";"551929__20160428_155640.csv";8;15831;83;"2";"Pos";"ratings_Grp1"
"8275";"B4";"551929__20160428_155640.csv";4;4511;83;"2";"Neg";"ratings_Grp1"
"8276";"B6";"551929__20160428_155640.csv";3;3147;83;"2";"Neg";"ratings_Grp1"
"8277";"M4";"551929__20160428_155640.csv";7;2310;83;"2";"Pos";"ratings_Grp1"
"8278";"M3";"551929__20160428_155640.csv";8;3228;83;"2";"Pos";"ratings_Grp1"
"8279";"M5";"551929__20160428_155640.csv";9;2258;83;"2";"Pos";"ratings_Grp1"
"8280";"B3";"551929__20160428_155640.csv";3;2561;83;"2";"Neg";"ratings_Grp1"
"8281";"B2";"551929__20160428_155640.csv";4;2763;83;"2";"Neg";"ratings_Grp1"
"8282";"B5";"551929__20160428_155640.csv";3;1009;83;"2";"Neg";"ratings_Grp1"
"8283";"M1";"551929__20160428_155640.csv";8;1960;83;"2";"Pos";"ratings_Grp1"
"8284";"B8";"551929__20160428_155640.csv";6;3704;83;"2";"Neg";"ratings_Grp1"
"8285";"B7";"551929__20160428_155640.csv";2;1213;83;"2";"Neg";"ratings_Grp1"
"8286";"M8";"551929__20160428_155640.csv";9;1052;83;"2";"Pos";"ratings_Grp1"
"8287";"B1";"551929__20160428_155640.csv";5;2042;83;"2";"Neg";"ratings_Grp1"
"8288";"M2";"551929__20160428_155640.csv";7;1155;83;"2";"Pos";"ratings_Grp1"
"8289";"M6";"551929__20160428_155640.csv";3;1777;83;"2";"Pos";"ratings_Grp1"
"8339";"B2";"551929__20160428_155935.csv";5;5027;85;"2";"Neg";"ratings_Grp1"
"8340";"M3";"551929__20160428_155935.csv";1;2577;85;"2";"Pos";"ratings_Grp1"
"8341";"M2";"551929__20160428_155935.csv";1;1318;85;"2";"Pos";"ratings_Grp1"
"8342";"B8";"551929__20160428_155935.csv";5;934;85;"2";"Neg";"ratings_Grp1"
"8343";"B3";"551929__20160428_155935.csv";5;939;85;"2";"Neg";"ratings_Grp1"
"8344";"M4";"551929__20160428_155935.csv";1;833;85;"2";"Pos";"ratings_Grp1"
"8345";"B5";"551929__20160428_155935.csv";5;677;85;"2";"Neg";"ratings_Grp1"
"8346";"M6";"551929__20160428_155935.csv";1;758;85;"2";"Pos";"ratings_Grp1"
"8347";"M5";"551929__20160428_155935.csv";1;643;85;"2";"Pos";"ratings_Grp1"
"8348";"B1";"551929__20160428_155935.csv";5;673;85;"2";"Neg";"ratings_Grp1"
"8349";"M7";"551929__20160428_155935.csv";1;736;85;"2";"Pos";"ratings_Grp1"
"8350";"M8";"551929__20160428_155935.csv";1;778;85;"2";"Pos";"ratings_Grp1"
"8351";"B4";"551929__20160428_155935.csv";5;547;85;"2";"Neg";"ratings_Grp1"
"8352";"B6";"551929__20160428_155935.csv";1;819;85;"2";"Neg";"ratings_Grp1"
"8353";"M1";"551929__20160428_155935.csv";5;606;85;"2";"Pos";"ratings_Grp1"
"8354";"B7";"551929__20160428_155935.csv";5;669;85;"2";"Neg";"ratings_Grp1"
"8404";"B3";"551929__20160428_160037.csv";7;19241;48;"2";"Neg";"ratings_Grp1"
"8405";"B1";"551929__20160428_160037.csv";7;2720;48;"2";"Neg";"ratings_Grp1"
"8406";"M8";"551929__20160428_160037.csv";6;5039;48;"2";"Pos";"ratings_Grp1"
"8407";"M3";"551929__20160428_160037.csv";6;6701;48;"2";"Pos";"ratings_Grp1"
"8408";"B8";"551929__20160428_160037.csv";5;4382;48;"2";"Neg";"ratings_Grp1"
"8409";"M7";"551929__20160428_160037.csv";4;3807;48;"2";"Pos";"ratings_Grp1"
"8410";"M5";"551929__20160428_160037.csv";5;1618;48;"2";"Pos";"ratings_Grp1"
"8411";"B2";"551929__20160428_160037.csv";5;1916;48;"2";"Neg";"ratings_Grp1"
"8412";"B6";"551929__20160428_160037.csv";6;2489;48;"2";"Neg";"ratings_Grp1"
"8413";"M4";"551929__20160428_160037.csv";4;3079;48;"2";"Pos";"ratings_Grp1"
"8414";"M6";"551929__20160428_160037.csv";4;1315;48;"2";"Pos";"ratings_Grp1"
"8415";"M1";"551929__20160428_160037.csv";4;2530;48;"2";"Pos";"ratings_Grp1"
"8416";"B4";"551929__20160428_160037.csv";5;2364;48;"2";"Neg";"ratings_Grp1"
"8417";"M2";"551929__20160428_160037.csv";5;1711;48;"2";"Pos";"ratings_Grp1"
"8418";"B5";"551929__20160428_160037.csv";5;2137;48;"2";"Neg";"ratings_Grp1"
"8419";"B7";"551929__20160428_160037.csv";5;4442;48;"2";"Neg";"ratings_Grp1"
"8469";"M2";"551929__20160428_160238.csv";6;8034;64;"2";"Pos";"ratings_Grp1"
"8470";"M4";"551929__20160428_160238.csv";4;5130;64;"2";"Pos";"ratings_Grp1"
"8471";"M5";"551929__20160428_160238.csv";4;2618;64;"2";"Pos";"ratings_Grp1"
"8472";"M3";"551929__20160428_160238.csv";4;407;64;"2";"Pos";"ratings_Grp1"
"8473";"B6";"551929__20160428_160238.csv";6;1788;64;"2";"Neg";"ratings_Grp1"
"8474";"M7";"551929__20160428_160238.csv";4;723;64;"2";"Pos";"ratings_Grp1"
"8475";"B3";"551929__20160428_160238.csv";6;655;64;"2";"Neg";"ratings_Grp1"
"8476";"M1";"551929__20160428_160238.csv";4;642;64;"2";"Pos";"ratings_Grp1"
"8477";"B2";"551929__20160428_160238.csv";6;915;64;"2";"Neg";"ratings_Grp1"
"8478";"B4";"551929__20160428_160238.csv";6;1588;64;"2";"Neg";"ratings_Grp1"
"8479";"M8";"551929__20160428_160238.csv";4;575;64;"2";"Pos";"ratings_Grp1"
"8480";"B1";"551929__20160428_160238.csv";6;715;64;"2";"Neg";"ratings_Grp1"
"8481";"B5";"551929__20160428_160238.csv";4;551;64;"2";"Neg";"ratings_Grp1"
"8482";"B7";"551929__20160428_160238.csv";6;850;64;"2";"Neg";"ratings_Grp1"
"8483";"B8";"551929__20160428_160238.csv";6;1647;64;"2";"Neg";"ratings_Grp1"
"8484";"M6";"551929__20160428_160238.csv";4;619;64;"2";"Pos";"ratings_Grp1"
"8534";"M5";"551929__20160428_160510.csv";5;66028;81;"2";"Pos";"ratings_Grp1"
"8535";"B3";"551929__20160428_160510.csv";8;9238;81;"2";"Neg";"ratings_Grp1"
"8536";"B6";"551929__20160428_160510.csv";8;1130;81;"2";"Neg";"ratings_Grp1"
"8537";"B2";"551929__20160428_160510.csv";8;669;81;"2";"Neg";"ratings_Grp1"
"8538";"M7";"551929__20160428_160510.csv";4;2315;81;"2";"Pos";"ratings_Grp1"
"8539";"M4";"551929__20160428_160510.csv";4;1350;81;"2";"Pos";"ratings_Grp1"
"8540";"M3";"551929__20160428_160510.csv";4;853;81;"2";"Pos";"ratings_Grp1"
"8541";"M8";"551929__20160428_160510.csv";4;732;81;"2";"Pos";"ratings_Grp1"
"8542";"M6";"551929__20160428_160510.csv";4;756;81;"2";"Pos";"ratings_Grp1"
"8543";"B4";"551929__20160428_160510.csv";8;1814;81;"2";"Neg";"ratings_Grp1"
"8544";"B1";"551929__20160428_160510.csv";8;749;81;"2";"Neg";"ratings_Grp1"
"8545";"M1";"551929__20160428_160510.csv";4;1517;81;"2";"Pos";"ratings_Grp1"
"8546";"M2";"551929__20160428_160510.csv";4;436;81;"2";"Pos";"ratings_Grp1"
"8547";"B8";"551929__20160428_160510.csv";8;1322;81;"2";"Neg";"ratings_Grp1"
"8548";"B7";"551929__20160428_160510.csv";8;780;81;"2";"Neg";"ratings_Grp1"
"8549";"B5";"551929__20160428_160510.csv";8;1142;81;"2";"Neg";"ratings_Grp1"
"8599";"M1";"551929__20160428_160605.csv";6;4898;80;"2";"Pos";"ratings_Grp1"
"8600";"M4";"551929__20160428_160605.csv";7;250;80;"2";"Pos";"ratings_Grp1"
"8601";"M6";"551929__20160428_160605.csv";6;368;80;"2";"Pos";"ratings_Grp1"
"8602";"M5";"551929__20160428_160605.csv";5;186;80;"2";"Pos";"ratings_Grp1"
"8603";"B2";"551929__20160428_160605.csv";3;242;80;"2";"Neg";"ratings_Grp1"
"8604";"B8";"551929__20160428_160605.csv";4;121;80;"2";"Neg";"ratings_Grp1"
"8605";"M8";"551929__20160428_160605.csv";5;218;80;"2";"Pos";"ratings_Grp1"
"8606";"B5";"551929__20160428_160605.csv";5;202;80;"2";"Neg";"ratings_Grp1"
"8607";"B4";"551929__20160428_160605.csv";6;152;80;"2";"Neg";"ratings_Grp1"
"8608";"B7";"551929__20160428_160605.csv";5;178;80;"2";"Neg";"ratings_Grp1"
"8609";"M7";"551929__20160428_160605.csv";7;146;80;"2";"Pos";"ratings_Grp1"
"8610";"B3";"551929__20160428_160605.csv";6;218;80;"2";"Neg";"ratings_Grp1"
"8611";"B6";"551929__20160428_160605.csv";5;521;80;"2";"Neg";"ratings_Grp1"
"8612";"M3";"551929__20160428_160605.csv";3;187;80;"2";"Pos";"ratings_Grp1"
"8613";"M2";"551929__20160428_160605.csv";4;160;80;"2";"Pos";"ratings_Grp1"
"8614";"B1";"551929__20160428_160605.csv";5;153;80;"2";"Neg";"ratings_Grp1"
"8664";"B4";"551929__20160428_160822.csv";5;1996;78;"2";"Neg";"ratings_Grp1"
"8665";"B1";"551929__20160428_160822.csv";5;527;78;"2";"Neg";"ratings_Grp1"
"8666";"M5";"551929__20160428_160822.csv";5;250;78;"2";"Pos";"ratings_Grp1"
"8667";"B8";"551929__20160428_160822.csv";5;447;78;"2";"Neg";"ratings_Grp1"
"8668";"B6";"551929__20160428_160822.csv";5;377;78;"2";"Neg";"ratings_Grp1"
"8669";"B3";"551929__20160428_160822.csv";5;279;78;"2";"Neg";"ratings_Grp1"
"8670";"M3";"551929__20160428_160822.csv";5;309;78;"2";"Pos";"ratings_Grp1"
"8671";"M7";"551929__20160428_160822.csv";5;301;78;"2";"Pos";"ratings_Grp1"
"8672";"M8";"551929__20160428_160822.csv";5;286;78;"2";"Pos";"ratings_Grp1"
"8673";"M1";"551929__20160428_160822.csv";5;328;78;"2";"Pos";"ratings_Grp1"
"8674";"M6";"551929__20160428_160822.csv";5;292;78;"2";"Pos";"ratings_Grp1"
"8675";"B5";"551929__20160428_160822.csv";5;170;78;"2";"Neg";"ratings_Grp1"
"8676";"M2";"551929__20160428_160822.csv";5;259;78;"2";"Pos";"ratings_Grp1"
"8677";"M4";"551929__20160428_160822.csv";5;227;78;"2";"Pos";"ratings_Grp1"
"8678";"B7";"551929__20160428_160822.csv";5;148;78;"2";"Neg";"ratings_Grp1"
"8679";"B2";"551929__20160428_160822.csv";5;151;78;"2";"Neg";"ratings_Grp1"
