"ppt","stim1","RWAscore","usvalence","response","XP"
"ADHVGUSBXWCI","B4",-0.590818369935969,-0.5,5,"XP06"
"ADHVGUSBXWCI","M4",-0.590818369935969,0.5,6,"XP06"
"ADHVGUSBXWCI","B7",-0.590818369935969,-0.5,4,"XP06"
"ADHVGUSBXWCI","M2",-0.590818369935969,0.5,6,"XP06"
"ADHVGUSBXWCI","B8",-0.590818369935969,-0.5,5,"XP06"
"ADHVGUSBXWCI","M1",-0.590818369935969,0.5,7,"XP06"
"ADHVGUSBXWCI","M3",-0.590818369935969,0.5,7,"XP06"
"ADHVGUSBXWCI","M8",-0.590818369935969,0.5,6,"XP06"
"ADHVGUSBXWCI","B3",-0.590818369935969,-0.5,4,"XP06"
"ADHVGUSBXWCI","B2",-0.590818369935969,-0.5,5,"XP06"
"ADHVGUSBXWCI","B5",-0.590818369935969,-0.5,4,"XP06"
"ADHVGUSBXWCI","M7",-0.590818369935969,0.5,6,"XP06"
"ADHVGUSBXWCI","M6",-0.590818369935969,0.5,6,"XP06"
"ADHVGUSBXWCI","B1",-0.590818369935969,-0.5,5,"XP06"
"ADHVGUSBXWCI","B6",-0.590818369935969,-0.5,5,"XP06"
"ADHVGUSBXWCI","M5",-0.590818369935969,0.5,7,"XP06"
"ANUHEGFSFGLX","B8",-1.01832621925997,0.5,2,"XP06"
"ANUHEGFSFGLX","B5",-1.01832621925997,0.5,6,"XP06"
"ANUHEGFSFGLX","M8",-1.01832621925997,-0.5,1,"XP06"
"ANUHEGFSFGLX","M2",-1.01832621925997,-0.5,1,"XP06"
"ANUHEGFSFGLX","M7",-1.01832621925997,-0.5,2,"XP06"
"ANUHEGFSFGLX","B2",-1.01832621925997,0.5,4,"XP06"
"ANUHEGFSFGLX","B6",-1.01832621925997,0.5,5,"XP06"
"ANUHEGFSFGLX","B7",-1.01832621925997,0.5,6,"XP06"
"ANUHEGFSFGLX","M1",-1.01832621925997,-0.5,1,"XP06"
"ANUHEGFSFGLX","M5",-1.01832621925997,-0.5,2,"XP06"
"ANUHEGFSFGLX","B4",-1.01832621925997,0.5,6,"XP06"
"ANUHEGFSFGLX","B1",-1.01832621925997,0.5,6,"XP06"
"ANUHEGFSFGLX","B3",-1.01832621925997,0.5,7,"XP06"
"ANUHEGFSFGLX","M6",-1.01832621925997,-0.5,1,"XP06"
"ANUHEGFSFGLX","M3",-1.01832621925997,-0.5,1,"XP06"
"ANUHEGFSFGLX","M4",-1.01832621925997,-0.5,2,"XP06"
"BDEARMUDGXWY","M6",1.26171564380136,-0.5,5,"XP06"
"BDEARMUDGXWY","M2",1.26171564380136,-0.5,6,"XP06"
"BDEARMUDGXWY","M3",1.26171564380136,-0.5,5,"XP06"
"BDEARMUDGXWY","M4",1.26171564380136,-0.5,6,"XP06"
"BDEARMUDGXWY","B1",1.26171564380136,0.5,6,"XP06"
"BDEARMUDGXWY","M8",1.26171564380136,-0.5,5,"XP06"
"BDEARMUDGXWY","B3",1.26171564380136,0.5,9,"XP06"
"BDEARMUDGXWY","M5",1.26171564380136,-0.5,1,"XP06"
"BDEARMUDGXWY","B8",1.26171564380136,0.5,9,"XP06"
