"ppt","stim1","RWAscore","usvalence","response","XP"
"10973","B1",-0.762315118764516,-0.5,4,"XP01"
"10973","B2",-0.762315118764516,-0.5,4,"XP01"
"10973","B3",-0.762315118764516,-0.5,4,"XP01"
"10973","B4",-0.762315118764516,-0.5,4,"XP01"
"10973","B5",-0.762315118764516,-0.5,4,"XP01"
"10973","B6",-0.762315118764516,-0.5,4,"XP01"
"10973","B7",-0.762315118764516,-0.5,4,"XP01"
"10973","B8",-0.762315118764516,-0.5,4,"XP01"
"10973","M1",-0.762315118764516,0.5,5,"XP01"
"10973","M2",-0.762315118764516,0.5,5,"XP01"
"10973","M3",-0.762315118764516,0.5,5,"XP01"
"10973","M4",-0.762315118764516,0.5,5,"XP01"
"10973","M5",-0.762315118764516,0.5,5,"XP01"
"10973","M6",-0.762315118764516,0.5,5,"XP01"
"10973","M7",-0.762315118764516,0.5,4,"XP01"
"10973","M8",-0.762315118764516,0.5,5,"XP01"
"11586","B1",0.363007199411674,-0.5,9,"XP01"
"11586","B2",0.363007199411674,-0.5,9,"XP01"
"11586","B3",0.363007199411674,-0.5,3,"XP01"
"11586","B4",0.363007199411674,-0.5,8,"XP01"
"11586","B5",0.363007199411674,-0.5,8,"XP01"
"11586","B6",0.363007199411674,-0.5,2,"XP01"
"11586","B7",0.363007199411674,-0.5,3,"XP01"
"11586","B8",0.363007199411674,-0.5,6,"XP01"
"11586","M1",0.363007199411674,0.5,7,"XP01"
"11586","M2",0.363007199411674,0.5,2,"XP01"
"11586","M3",0.363007199411674,0.5,2,"XP01"
"11586","M4",0.363007199411674,0.5,3,"XP01"
"11586","M5",0.363007199411674,0.5,2,"XP01"
"11586","M6",0.363007199411674,0.5,9,"XP01"
"11586","M7",0.363007199411674,0.5,1,"XP01"
"11586","M8",0.363007199411674,0.5,4,"XP01"
"11652","B1",2.33232125622001,0.5,2,"XP01"
"11652","B2",2.33232125622001,0.5,9,"XP01"
"11652","B3",2.33232125622001,0.5,8,"XP01"
"11652","B4",2.33232125622001,0.5,8,"XP01"
"11652","B5",2.33232125622001,0.5,9,"XP01"
"11652","B6",2.33232125622001,0.5,9,"XP01"
"11652","B7",2.33232125622001,0.5,8,"XP01"
"11652","B8",2.33232125622001,0.5,8,"XP01"
"11652","M1",2.33232125622001,-0.5,1,"XP01"
"11652","M2",2.33232125622001,-0.5,2,"XP01"
"11652","M3",2.33232125622001,-0.5,2,"XP01"
"11652","M4",2.33232125622001,-0.5,3,"XP01"
"11652","M5",2.33232125622001,-0.5,5,"XP01"
"11652","M6",2.33232125622001,-0.5,2,"XP01"
"11652","M7",2.33232125622001,-0.5,8,"XP01"
"11652","M8",2.33232125622001,-0.5,2,"XP01"
"11986","B1",0.785003068727746,-0.5,3,"XP01"
"11986","B2",0.785003068727746,-0.5,5,"XP01"
"11986","B3",0.785003068727746,-0.5,8,"XP01"
"11986","B4",0.785003068727746,-0.5,5,"XP01"
"11986","B5",0.785003068727746,-0.5,5,"XP01"
"11986","B6",0.785003068727746,-0.5,5,"XP01"
"11986","B7",0.785003068727746,-0.5,8,"XP01"
"11986","B8",0.785003068727746,-0.5,5,"XP01"
"11986","M1",0.785003068727746,0.5,6,"XP01"
"11986","M2",0.785003068727746,0.5,8,"XP01"
"11986","M3",0.785003068727746,0.5,4,"XP01"
"11986","M4",0.785003068727746,0.5,6,"XP01"
"11986","M5",0.785003068727746,0.5,4,"XP01"
"11986","M6",0.785003068727746,0.5,6,"XP01"
"11986","M7",0.785003068727746,0.5,4,"XP01"
"11986","M8",0.785003068727746,0.5,6,"XP01"
"11988","B1",-2.16896801648475,-0.5,7,"XP01"
"11988","B2",-2.16896801648475,-0.5,7,"XP01"
"11988","B3",-2.16896801648475,-0.5,7,"XP01"
"11988","B4",-2.16896801648475,-0.5,8,"XP01"
"11988","B5",-2.16896801648475,-0.5,7,"XP01"
"11988","B6",-2.16896801648475,-0.5,6,"XP01"
"11988","B7",-2.16896801648475,-0.5,7,"XP01"
"11988","B8",-2.16896801648475,-0.5,7,"XP01"
"11988","M1",-2.16896801648475,0.5,1,"XP01"
"11988","M2",-2.16896801648475,0.5,1,"XP01"
"11988","M3",-2.16896801648475,0.5,1,"XP01"
"11988","M4",-2.16896801648475,0.5,1,"XP01"
"11988","M5",-2.16896801648475,0.5,1,"XP01"
"11988","M6",-2.16896801648475,0.5,1,"XP01"
"11988","M7",-2.16896801648475,0.5,1,"XP01"
"11988","M8",-2.16896801648475,0.5,1,"XP01"
"12881","B1",0.644337778955722,-0.5,9,"XP01"
"12881","B2",0.644337778955722,-0.5,1,"XP01"
"12881","B3",0.644337778955722,-0.5,9,"XP01"
"12881","B4",0.644337778955722,-0.5,1,"XP01"
"12881","B5",0.644337778955722,-0.5,8,"XP01"
"12881","B6",0.644337778955722,-0.5,8,"XP01"
"12881","B7",0.644337778955722,-0.5,1,"XP01"
"12881","B8",0.644337778955722,-0.5,9,"XP01"
"12881","M1",0.644337778955722,0.5,9,"XP01"
"12881","M2",0.644337778955722,0.5,3,"XP01"
"12881","M3",0.644337778955722,0.5,9,"XP01"
"12881","M4",0.644337778955722,0.5,2,"XP01"
"12881","M5",0.644337778955722,0.5,9,"XP01"
"12881","M6",0.644337778955722,0.5,9,"XP01"
"12881","M7",0.644337778955722,0.5,2,"XP01"
"12881","M8",0.644337778955722,0.5,9,"XP01"
"13256","B1",0.222341909639651,-0.5,5,"XP01"
"13256","B2",0.222341909639651,-0.5,5,"XP01"
"13256","B3",0.222341909639651,-0.5,6,"XP01"
"13256","B4",0.222341909639651,-0.5,6,"XP01"
"13256","B5",0.222341909639651,-0.5,6,"XP01"
"13256","B6",0.222341909639651,-0.5,4,"XP01"
"13256","B7",0.222341909639651,-0.5,7,"XP01"
"13256","B8",0.222341909639651,-0.5,5,"XP01"
"13256","M1",0.222341909639651,0.5,4,"XP01"
"13256","M2",0.222341909639651,0.5,4,"XP01"
"13256","M3",0.222341909639651,0.5,4,"XP01"
"13256","M4",0.222341909639651,0.5,4,"XP01"
"13256","M5",0.222341909639651,0.5,4,"XP01"
"13256","M6",0.222341909639651,0.5,4,"XP01"
"13256","M7",0.222341909639651,0.5,4,"XP01"
"13256","M8",0.222341909639651,0.5,3,"XP01"
"13735","B1",0.644337778955722,-0.5,4,"XP01"
"13735","B2",0.644337778955722,-0.5,4,"XP01"
"13735","B3",0.644337778955722,-0.5,3,"XP01"
"13735","B4",0.644337778955722,-0.5,3,"XP01"
"13735","B5",0.644337778955722,-0.5,4,"XP01"
"13735","B6",0.644337778955722,-0.5,2,"XP01"
"13735","B7",0.644337778955722,-0.5,4,"XP01"
"13735","B8",0.644337778955722,-0.5,2,"XP01"
"13735","M1",0.644337778955722,0.5,8,"XP01"
"13735","M2",0.644337778955722,0.5,7,"XP01"
"13735","M3",0.644337778955722,0.5,7,"XP01"
"13735","M4",0.644337778955722,0.5,7,"XP01"
"13735","M5",0.644337778955722,0.5,7,"XP01"
"13735","M6",0.644337778955722,0.5,7,"XP01"
"13735","M7",0.644337778955722,0.5,8,"XP01"
"13735","M8",0.644337778955722,0.5,7,"XP01"
"14872","B1",1.34766422781584,-0.5,7,"XP01"
"14872","B2",1.34766422781584,-0.5,6,"XP01"
"14872","B3",1.34766422781584,-0.5,3,"XP01"
"14872","B4",1.34766422781584,-0.5,5,"XP01"
"14872","B5",1.34766422781584,-0.5,4,"XP01"
"14872","B6",1.34766422781584,-0.5,4,"XP01"
"14872","B7",1.34766422781584,-0.5,7,"XP01"
"14872","B8",1.34766422781584,-0.5,7,"XP01"
"14872","M1",1.34766422781584,0.5,8,"XP01"
"14872","M2",1.34766422781584,0.5,8,"XP01"
"14872","M3",1.34766422781584,0.5,7,"XP01"
"14872","M4",1.34766422781584,0.5,8,"XP01"
"14872","M5",1.34766422781584,0.5,8,"XP01"
"14872","M6",1.34766422781584,0.5,5,"XP01"
"14872","M7",1.34766422781584,0.5,8,"XP01"
"14872","M8",1.34766422781584,0.5,6,"XP01"
"14969","B1",-0.340319249448444,-0.5,6,"XP01"
"14969","B2",-0.340319249448444,-0.5,8,"XP01"
"14969","B3",-0.340319249448444,-0.5,7,"XP01"
"14969","B4",-0.340319249448444,-0.5,7,"XP01"
"14969","B5",-0.340319249448444,-0.5,8,"XP01"
"14969","B6",-0.340319249448444,-0.5,6,"XP01"
"14969","B7",-0.340319249448444,-0.5,8,"XP01"
"14969","B8",-0.340319249448444,-0.5,8,"XP01"
"14969","M1",-0.340319249448444,0.5,3,"XP01"
"14969","M2",-0.340319249448444,0.5,3,"XP01"
"14969","M3",-0.340319249448444,0.5,3,"XP01"
"14969","M4",-0.340319249448444,0.5,3,"XP01"
"14969","M5",-0.340319249448444,0.5,2,"XP01"
"14969","M6",-0.340319249448444,0.5,4,"XP01"
"14969","M7",-0.340319249448444,0.5,2,"XP01"
"14969","M8",-0.340319249448444,0.5,3,"XP01"
"15059","B1",0.363007199411674,-0.5,4,"XP01"
"15059","B2",0.363007199411674,-0.5,6,"XP01"
"15059","B3",0.363007199411674,-0.5,4,"XP01"
"15059","B4",0.363007199411674,-0.5,5,"XP01"
"15059","B5",0.363007199411674,-0.5,6,"XP01"
"15059","B6",0.363007199411674,-0.5,3,"XP01"
"15059","B7",0.363007199411674,-0.5,5,"XP01"
"15059","B8",0.363007199411674,-0.5,8,"XP01"
"15059","M1",0.363007199411674,0.5,6,"XP01"
"15059","M2",0.363007199411674,0.5,5,"XP01"
"15059","M3",0.363007199411674,0.5,5,"XP01"
"15059","M4",0.363007199411674,0.5,4,"XP01"
"15059","M5",0.363007199411674,0.5,3,"XP01"
"15059","M6",0.363007199411674,0.5,6,"XP01"
"15059","M7",0.363007199411674,0.5,4,"XP01"
"15059","M8",0.363007199411674,0.5,1,"XP01"
"15875","B1",0.222341909639651,-0.5,4,"XP01"
"15875","B2",0.222341909639651,-0.5,3,"XP01"
"15875","B3",0.222341909639651,-0.5,5,"XP01"
"15875","B4",0.222341909639651,-0.5,6,"XP01"
"15875","B5",0.222341909639651,-0.5,4,"XP01"
"15875","B6",0.222341909639651,-0.5,5,"XP01"
"15875","B7",0.222341909639651,-0.5,8,"XP01"
"15875","B8",0.222341909639651,-0.5,7,"XP01"
"15875","M1",0.222341909639651,0.5,4,"XP01"
"15875","M2",0.222341909639651,0.5,5,"XP01"
"15875","M3",0.222341909639651,0.5,9,"XP01"
"15875","M4",0.222341909639651,0.5,2,"XP01"
"15875","M5",0.222341909639651,0.5,5,"XP01"
"15875","M6",0.222341909639651,0.5,4,"XP01"
"15875","M7",0.222341909639651,0.5,5,"XP01"
"15875","M8",0.222341909639651,0.5,2,"XP01"
"17059","B1",-0.199653959676421,0.5,7,"XP01"
"17059","B2",-0.199653959676421,0.5,7,"XP01"
"17059","B3",-0.199653959676421,0.5,8,"XP01"
"17059","B4",-0.199653959676421,0.5,7,"XP01"
"17059","B5",-0.199653959676421,0.5,7,"XP01"
"17059","B6",-0.199653959676421,0.5,7,"XP01"
"17059","B7",-0.199653959676421,0.5,7,"XP01"
"17059","B8",-0.199653959676421,0.5,6,"XP01"
"17059","M1",-0.199653959676421,-0.5,2,"XP01"
"17059","M2",-0.199653959676421,-0.5,3,"XP01"
"17059","M3",-0.199653959676421,-0.5,4,"XP01"
"17059","M4",-0.199653959676421,-0.5,3,"XP01"
"17059","M5",-0.199653959676421,-0.5,2,"XP01"
"17059","M6",-0.199653959676421,-0.5,3,"XP01"
"17059","M7",-0.199653959676421,-0.5,3,"XP01"
"17059","M8",-0.199653959676421,-0.5,3,"XP01"
"17451","B1",-1.32497627785261,-0.5,5,"XP01"
"17451","B2",-1.32497627785261,-0.5,5,"XP01"
"17451","B3",-1.32497627785261,-0.5,6,"XP01"
"17451","B4",-1.32497627785261,-0.5,5,"XP01"
"17451","B5",-1.32497627785261,-0.5,5,"XP01"
"17451","B6",-1.32497627785261,-0.5,5,"XP01"
"17451","B7",-1.32497627785261,-0.5,5,"XP01"
"17451","B8",-1.32497627785261,-0.5,5,"XP01"
"17451","M1",-1.32497627785261,0.5,5,"XP01"
"17451","M2",-1.32497627785261,0.5,5,"XP01"
"17451","M3",-1.32497627785261,0.5,5,"XP01"
"17451","M4",-1.32497627785261,0.5,5,"XP01"
"17451","M5",-1.32497627785261,0.5,5,"XP01"
"17451","M6",-1.32497627785261,0.5,6,"XP01"
"17451","M7",-1.32497627785261,0.5,5,"XP01"
"17451","M8",-1.32497627785261,0.5,5,"XP01"
"17880","B1",0.644337778955722,-0.5,6,"XP01"
"17880","B2",0.644337778955722,-0.5,5,"XP01"
"17880","B3",0.644337778955722,-0.5,3,"XP01"
"17880","B4",0.644337778955722,-0.5,6,"XP01"
"17880","B5",0.644337778955722,-0.5,2,"XP01"
"17880","B6",0.644337778955722,-0.5,3,"XP01"
"17880","B7",0.644337778955722,-0.5,3,"XP01"
"17880","B8",0.644337778955722,-0.5,3,"XP01"
"17880","M1",0.644337778955722,0.5,8,"XP01"
"17880","M2",0.644337778955722,0.5,7,"XP01"
"17880","M3",0.644337778955722,0.5,7,"XP01"
"17880","M4",0.644337778955722,0.5,6,"XP01"
"17880","M5",0.644337778955722,0.5,8,"XP01"
"17880","M6",0.644337778955722,0.5,5,"XP01"
"17880","M7",0.644337778955722,0.5,7,"XP01"
"17880","M8",0.644337778955722,0.5,4,"XP01"
"18454","B1",-1.32497627785261,-0.5,1,"XP01"
"18454","B2",-1.32497627785261,-0.5,1,"XP01"
"18454","B3",-1.32497627785261,-0.5,3,"XP01"
"18454","B4",-1.32497627785261,-0.5,2,"XP01"
"18454","B5",-1.32497627785261,-0.5,2,"XP01"
"18454","B6",-1.32497627785261,-0.5,3,"XP01"
"18454","B7",-1.32497627785261,-0.5,3,"XP01"
"18454","B8",-1.32497627785261,-0.5,4,"XP01"
"18454","M1",-1.32497627785261,0.5,6,"XP01"
"18454","M2",-1.32497627785261,0.5,9,"XP01"
"18454","M3",-1.32497627785261,0.5,5,"XP01"
"18454","M4",-1.32497627785261,0.5,8,"XP01"
"18454","M5",-1.32497627785261,0.5,6,"XP01"
"18454","M6",-1.32497627785261,0.5,8,"XP01"
"18454","M7",-1.32497627785261,0.5,7,"XP01"
"18454","M8",-1.32497627785261,0.5,5,"XP01"
"18529","B1",-0.762315118764516,0.5,6,"XP01"
"18529","B2",-0.762315118764516,0.5,4,"XP01"
"18529","B3",-0.762315118764516,0.5,8,"XP01"
"18529","B4",-0.762315118764516,0.5,7,"XP01"
"18529","B5",-0.762315118764516,0.5,7,"XP01"
"18529","B6",-0.762315118764516,0.5,7,"XP01"
"18529","B7",-0.762315118764516,0.5,7,"XP01"
"18529","B8",-0.762315118764516,0.5,5,"XP01"
"18529","M1",-0.762315118764516,-0.5,2,"XP01"
"18529","M2",-0.762315118764516,-0.5,3,"XP01"
"18529","M3",-0.762315118764516,-0.5,5,"XP01"
"18529","M4",-0.762315118764516,-0.5,2,"XP01"
"18529","M5",-0.762315118764516,-0.5,4,"XP01"
"18529","M6",-0.762315118764516,-0.5,3,"XP01"
"18529","M7",-0.762315118764516,-0.5,6,"XP01"
"18529","M8",-0.762315118764516,-0.5,2,"XP01"
"18854","B1",-0.621649828992492,-0.5,7,"XP01"
"18854","B2",-0.621649828992492,-0.5,6,"XP01"
"18854","B3",-0.621649828992492,-0.5,6,"XP01"
"18854","B4",-0.621649828992492,-0.5,3,"XP01"
"18854","B5",-0.621649828992492,-0.5,3,"XP01"
"18854","B6",-0.621649828992492,-0.5,4,"XP01"
"18854","B7",-0.621649828992492,-0.5,9,"XP01"
"18854","B8",-0.621649828992492,-0.5,5,"XP01"
"18854","M1",-0.621649828992492,0.5,5,"XP01"
"18854","M2",-0.621649828992492,0.5,7,"XP01"
"18854","M3",-0.621649828992492,0.5,1,"XP01"
"18854","M4",-0.621649828992492,0.5,3,"XP01"
"18854","M5",-0.621649828992492,0.5,5,"XP01"
"18854","M6",-0.621649828992492,0.5,5,"XP01"
"18854","M7",-0.621649828992492,0.5,6,"XP01"
"18854","M8",-0.621649828992492,0.5,5,"XP01"
"19900","B1",-0.480984539220468,-0.5,8,"XP01"
"19900","B2",-0.480984539220468,-0.5,9,"XP01"
"19900","B3",-0.480984539220468,-0.5,5,"XP01"
"19900","B4",-0.480984539220468,-0.5,5,"XP01"
"19900","B5",-0.480984539220468,-0.5,8,"XP01"
"19900","B6",-0.480984539220468,-0.5,5,"XP01"
"19900","B7",-0.480984539220468,-0.5,4,"XP01"
"19900","B8",-0.480984539220468,-0.5,7,"XP01"
"19900","M1",-0.480984539220468,0.5,2,"XP01"
"19900","M2",-0.480984539220468,0.5,2,"XP01"
"19900","M3",-0.480984539220468,0.5,3,"XP01"
"19900","M4",-0.480984539220468,0.5,3,"XP01"
"19900","M5",-0.480984539220468,0.5,2,"XP01"
"19900","M6",-0.480984539220468,0.5,2,"XP01"
"19900","M7",-0.480984539220468,0.5,2,"XP01"
"19900","M8",-0.480984539220468,0.5,2,"XP01"
"20128","B1",0.222341909639651,-0.5,5,"XP01"
"20128","B2",0.222341909639651,-0.5,4,"XP01"
"20128","B3",0.222341909639651,-0.5,4,"XP01"
"20128","B4",0.222341909639651,-0.5,4,"XP01"
"20128","B5",0.222341909639651,-0.5,3,"XP01"
"20128","B6",0.222341909639651,-0.5,5,"XP01"
"20128","B7",0.222341909639651,-0.5,5,"XP01"
"20128","B8",0.222341909639651,-0.5,5,"XP01"
"20128","M1",0.222341909639651,0.5,7,"XP01"
"20128","M2",0.222341909639651,0.5,6,"XP01"
"20128","M3",0.222341909639651,0.5,8,"XP01"
"20128","M4",0.222341909639651,0.5,5,"XP01"
"20128","M5",0.222341909639651,0.5,4,"XP01"
"20128","M6",0.222341909639651,0.5,6,"XP01"
"20128","M7",0.222341909639651,0.5,6,"XP01"
"20128","M8",0.222341909639651,0.5,7,"XP01"
"21099","B1",0.785003068727746,0.5,4,"XP01"
"21099","B2",0.785003068727746,0.5,4,"XP01"
"21099","B3",0.785003068727746,0.5,7,"XP01"
"21099","B4",0.785003068727746,0.5,5,"XP01"
"21099","B5",0.785003068727746,0.5,6,"XP01"
"21099","B6",0.785003068727746,0.5,6,"XP01"
"21099","B7",0.785003068727746,0.5,5,"XP01"
"21099","B8",0.785003068727746,0.5,4,"XP01"
"21099","M1",0.785003068727746,-0.5,4,"XP01"
"21099","M2",0.785003068727746,-0.5,4,"XP01"
"21099","M3",0.785003068727746,-0.5,4,"XP01"
"21099","M4",0.785003068727746,-0.5,4,"XP01"
"21099","M5",0.785003068727746,-0.5,4,"XP01"
