"ppt","stim1","RWAscore","usvalence","response","XP"
"AHMGXCJOJZMN","M6",-0.517421105732083,-0.5,1,"XP05"
"AHMGXCJOJZMN","B6",-0.517421105732083,0.5,1,"XP05"
"AHMGXCJOJZMN","M4",-0.517421105732083,-0.5,9,"XP05"
"AHMGXCJOJZMN","B5",-0.517421105732083,0.5,1,"XP05"
"AHMGXCJOJZMN","M1",-0.517421105732083,-0.5,9,"XP05"
"AHMGXCJOJZMN","B2",-0.517421105732083,0.5,1,"XP05"
"AHMGXCJOJZMN","M2",-0.517421105732083,-0.5,9,"XP05"
"AHMGXCJOJZMN","B1",-0.517421105732083,0.5,1,"XP05"
"AHMGXCJOJZMN","B4",-0.517421105732083,0.5,9,"XP05"
"AHMGXCJOJZMN","B7",-0.517421105732083,0.5,1,"XP05"
"AHMGXCJOJZMN","M7",-0.517421105732083,-0.5,9,"XP05"
"AHMGXCJOJZMN","M3",-0.517421105732083,-0.5,9,"XP05"
"AHMGXCJOJZMN","B8",-0.517421105732083,0.5,1,"XP05"
"AHMGXCJOJZMN","M8",-0.517421105732083,-0.5,9,"XP05"
"AHMGXCJOJZMN","B3",-0.517421105732083,0.5,1,"XP05"
"AHMGXCJOJZMN","M5",-0.517421105732083,-0.5,9,"XP05"
"APMJLBZQOSJA","M7",-0.949795580534552,-0.5,3,"XP05"
"APMJLBZQOSJA","M1",-0.949795580534552,-0.5,4,"XP05"
"APMJLBZQOSJA","B7",-0.949795580534552,0.5,8,"XP05"
"APMJLBZQOSJA","M5",-0.949795580534552,-0.5,4,"XP05"
"APMJLBZQOSJA","B1",-0.949795580534552,0.5,7,"XP05"
"APMJLBZQOSJA","B6",-0.949795580534552,0.5,9,"XP05"
"APMJLBZQOSJA","B4",-0.949795580534552,0.5,8,"XP05"
"APMJLBZQOSJA","B2",-0.949795580534552,0.5,7,"XP05"
"APMJLBZQOSJA","M8",-0.949795580534552,-0.5,3,"XP05"
"APMJLBZQOSJA","M3",-0.949795580534552,-0.5,3,"XP05"
"APMJLBZQOSJA","M2",-0.949795580534552,-0.5,2,"XP05"
"APMJLBZQOSJA","M6",-0.949795580534552,-0.5,3,"XP05"
"APMJLBZQOSJA","B3",-0.949795580534552,0.5,8,"XP05"
"APMJLBZQOSJA","B8",-0.949795580534552,0.5,8,"XP05"
"APMJLBZQOSJA","B5",-0.949795580534552,0.5,7,"XP05"
"APMJLBZQOSJA","M4",-0.949795580534552,-0.5,3,"XP05"
"AXOVLQZLECBX","B2",-2.24691900494196,0.5,5,"XP05"
"AXOVLQZLECBX","M6",-2.24691900494196,-0.5,5,"XP05"
"AXOVLQZLECBX","M8",-2.24691900494196,-0.5,5,"XP05"
"AXOVLQZLECBX","B1",-2.24691900494196,0.5,5,"XP05"
"AXOVLQZLECBX","B4",-2.24691900494196,0.5,5,"XP05"
"AXOVLQZLECBX","B7",-2.24691900494196,0.5,5,"XP05"
"AXOVLQZLECBX","M5",-2.24691900494196,-0.5,5,"XP05"
"AXOVLQZLECBX","B8",-2.24691900494196,0.5,5,"XP05"
"AXOVLQZLECBX","B5",-2.24691900494196,0.5,5,"XP05"
"AXOVLQZLECBX","B3",-2.24691900494196,0.5,5,"XP05"
"AXOVLQZLECBX","M7",-2.24691900494196,-0.5,5,"XP05"
"AXOVLQZLECBX","M2",-2.24691900494196,-0.5,5,"XP05"
"AXOVLQZLECBX","M1",-2.24691900494196,-0.5,5,"XP05"
"AXOVLQZLECBX","M3",-2.24691900494196,-0.5,5,"XP05"
"AXOVLQZLECBX","B6",-2.24691900494196,0.5,5,"XP05"
"AXOVLQZLECBX","M4",-2.24691900494196,-0.5,5,"XP05"
"BGGNOETJAAGK","B6",0.0590781940045415,0.5,5,"XP05"
"BGGNOETJAAGK","M8",0.0590781940045415,-0.5,5,"XP05"
"BGGNOETJAAGK","B5",0.0590781940045415,0.5,5,"XP05"
"BGGNOETJAAGK","B3",0.0590781940045415,0.5,5,"XP05"
"BGGNOETJAAGK","M4",0.0590781940045415,-0.5,5,"XP05"
"BGGNOETJAAGK","B1",0.0590781940045415,0.5,5,"XP05"
"BGGNOETJAAGK","M1",0.0590781940045415,-0.5,5,"XP05"
"BGGNOETJAAGK","B2",0.0590781940045415,0.5,5,"XP05"
"BGGNOETJAAGK","B4",0.0590781940045415,0.5,5,"XP05"
"BGGNOETJAAGK","M6",0.0590781940045415,-0.5,5,"XP05"
"BGGNOETJAAGK","M3",0.0590781940045415,-0.5,5,"XP05"
"BGGNOETJAAGK","M7",0.0590781940045415,-0.5,5,"XP05"
"BGGNOETJAAGK","B8",0.0590781940045415,0.5,5,"XP05"
"BGGNOETJAAGK","M5",0.0590781940045415,-0.5,5,"XP05"
"BGGNOETJAAGK","M2",0.0590781940045415,-0.5,5,"XP05"
"BGGNOETJAAGK","B7",0.0590781940045415,0.5,5,"XP05"
"BYNSOXJJGNUH","B2",-0.445358693265005,0.5,8,"XP05"
"BYNSOXJJGNUH","B1",-0.445358693265005,0.5,7,"XP05"
"BYNSOXJJGNUH","B3",-0.445358693265005,0.5,7,"XP05"
"BYNSOXJJGNUH","M3",-0.445358693265005,-0.5,2,"XP05"
"BYNSOXJJGNUH","B6",-0.445358693265005,0.5,6,"XP05"
"BYNSOXJJGNUH","M4",-0.445358693265005,-0.5,2,"XP05"
"BYNSOXJJGNUH","M2",-0.445358693265005,-0.5,3,"XP05"
"BYNSOXJJGNUH","M6",-0.445358693265005,-0.5,2,"XP05"
"BYNSOXJJGNUH","M1",-0.445358693265005,-0.5,3,"XP05"
"BYNSOXJJGNUH","B7",-0.445358693265005,0.5,8,"XP05"
"BYNSOXJJGNUH","B8",-0.445358693265005,0.5,8,"XP05"
"BYNSOXJJGNUH","M8",-0.445358693265005,-0.5,2,"XP05"
"BYNSOXJJGNUH","M5",-0.445358693265005,-0.5,2,"XP05"
"BYNSOXJJGNUH","B4",-0.445358693265005,0.5,6,"XP05"
"BYNSOXJJGNUH","B5",-0.445358693265005,0.5,5,"XP05"
"BYNSOXJJGNUH","M7",-0.445358693265005,-0.5,2,"XP05"
"CEQKWRICUUBD","M7",1.5003264433461,-0.5,3,"XP05"
"CEQKWRICUUBD","B6",1.5003264433461,0.5,8,"XP05"
"CEQKWRICUUBD","B3",1.5003264433461,0.5,8,"XP05"
"CEQKWRICUUBD","B4",1.5003264433461,0.5,8,"XP05"
