"ppt","stim1","RWAscore","usvalence","response","XP"
"AAIRLZFZJQOC","B1",-0.275967418191214,-0.5,7,"XP07"
"AAIRLZFZJQOC","B7",-0.275967418191214,-0.5,6,"XP07"
"AAIRLZFZJQOC","B2",-0.275967418191214,-0.5,7,"XP07"
"AAIRLZFZJQOC","B3",-0.275967418191214,-0.5,7,"XP07"
"AAIRLZFZJQOC","M7",-0.275967418191214,0.5,5,"XP07"
"AAIRLZFZJQOC","B5",-0.275967418191214,-0.5,6,"XP07"
"AAIRLZFZJQOC","M5",-0.275967418191214,0.5,4,"XP07"
"AAIRLZFZJQOC","M4",-0.275967418191214,0.5,4,"XP07"
"AAIRLZFZJQOC","B6",-0.275967418191214,-0.5,5,"XP07"
"AAIRLZFZJQOC","M6",-0.275967418191214,0.5,4,"XP07"
"AAIRLZFZJQOC","M3",-0.275967418191214,0.5,4,"XP07"
"AAIRLZFZJQOC","B4",-0.275967418191214,-0.5,6,"XP07"
"AAIRLZFZJQOC","M8",-0.275967418191214,0.5,3,"XP07"
"AAIRLZFZJQOC","B8",-0.275967418191214,-0.5,5,"XP07"
"AAIRLZFZJQOC","M1",-0.275967418191214,0.5,3,"XP07"
"AAIRLZFZJQOC","M2",-0.275967418191214,0.5,3,"XP07"
"AATCBFXQNFEX","B3",-0.784882458039689,-0.5,5,"XP07"
"AATCBFXQNFEX","B6",-0.784882458039689,-0.5,5,"XP07"
"AATCBFXQNFEX","M6",-0.784882458039689,0.5,5,"XP07"
"AATCBFXQNFEX","M4",-0.784882458039689,0.5,5,"XP07"
"AATCBFXQNFEX","B5",-0.784882458039689,-0.5,5,"XP07"
"AATCBFXQNFEX","B4",-0.784882458039689,-0.5,5,"XP07"
"AATCBFXQNFEX","M2",-0.784882458039689,0.5,5,"XP07"
"AATCBFXQNFEX","B8",-0.784882458039689,-0.5,5,"XP07"
"AATCBFXQNFEX","M5",-0.784882458039689,0.5,5,"XP07"
"AATCBFXQNFEX","B2",-0.784882458039689,-0.5,5,"XP07"
"AATCBFXQNFEX","M7",-0.784882458039689,0.5,5,"XP07"
"AATCBFXQNFEX","M1",-0.784882458039689,0.5,5,"XP07"
"AATCBFXQNFEX","M8",-0.784882458039689,0.5,5,"XP07"
"AATCBFXQNFEX","B1",-0.784882458039689,-0.5,5,"XP07"
"AATCBFXQNFEX","B7",-0.784882458039689,-0.5,5,"XP07"
"AATCBFXQNFEX","M3",-0.784882458039689,0.5,5,"XP07"
"AFKHDCIVDBAB","B4",0.0421044817140824,-0.5,1,"XP07"
"AFKHDCIVDBAB","B7",0.0421044817140824,-0.5,1,"XP07"
"AFKHDCIVDBAB","M8",0.0421044817140824,0.5,9,"XP07"
"AFKHDCIVDBAB","M3",0.0421044817140824,0.5,9,"XP07"
"AFKHDCIVDBAB","B2",0.0421044817140824,-0.5,1,"XP07"
"AFKHDCIVDBAB","M5",0.0421044817140824,0.5,9,"XP07"
"AFKHDCIVDBAB","B3",0.0421044817140824,-0.5,1,"XP07"
"AFKHDCIVDBAB","M7",0.0421044817140824,0.5,9,"XP07"
"AFKHDCIVDBAB","B6",0.0421044817140824,-0.5,9,"XP07"
"AFKHDCIVDBAB","M2",0.0421044817140824,0.5,9,"XP07"
"AFKHDCIVDBAB","M4",0.0421044817140824,0.5,9,"XP07"
"AFKHDCIVDBAB","M6",0.0421044817140824,0.5,9,"XP07"
"AFKHDCIVDBAB","B1",0.0421044817140824,-0.5,1,"XP07"
"AFKHDCIVDBAB","B8",0.0421044817140824,-0.5,1,"XP07"
"AFKHDCIVDBAB","M1",0.0421044817140824,0.5,9,"XP07"
