"ppt","stim1","RWAscore","usvalence","response","XP"
"ALZHKMMBPKIO","M3",-0.374105594035312,0.5,6,"XP08"
"ALZHKMMBPKIO","B5",-0.374105594035312,-0.5,5,"XP08"
"ALZHKMMBPKIO","M4",-0.374105594035312,0.5,6,"XP08"
"ALZHKMMBPKIO","M7",-0.374105594035312,0.5,6,"XP08"
"ALZHKMMBPKIO","M8",-0.374105594035312,0.5,7,"XP08"
"ALZHKMMBPKIO","B6",-0.374105594035312,-0.5,4,"XP08"
"ALZHKMMBPKIO","B2",-0.374105594035312,-0.5,7,"XP08"
"ALZHKMMBPKIO","B4",-0.374105594035312,-0.5,7,"XP08"
"ALZHKMMBPKIO","M5",-0.374105594035312,0.5,7,"XP08"
"ALZHKMMBPKIO","B7",-0.374105594035312,-0.5,4,"XP08"
"ALZHKMMBPKIO","M2",-0.374105594035312,0.5,6,"XP08"
"ALZHKMMBPKIO","M6",-0.374105594035312,0.5,7,"XP08"
"ALZHKMMBPKIO","M1",-0.374105594035312,0.5,7,"XP08"
"ALZHKMMBPKIO","B3",-0.374105594035312,-0.5,6,"XP08"
"ALZHKMMBPKIO","B1",-0.374105594035312,-0.5,6,"XP08"
"ALZHKMMBPKIO","B8",-0.374105594035312,-0.5,5,"XP08"
"AQEJECZTMBYS","M5",-1.26335339583171,-0.5,3,"XP08"
"AQEJECZTMBYS","M7",-1.26335339583171,-0.5,3,"XP08"
"AQEJECZTMBYS","B3",-1.26335339583171,0.5,8,"XP08"
"AQEJECZTMBYS","M1",-1.26335339583171,-0.5,3,"XP08"
"AQEJECZTMBYS","M4",-1.26335339583171,-0.5,4,"XP08"
"AQEJECZTMBYS","M6",-1.26335339583171,-0.5,4,"XP08"
"AQEJECZTMBYS","B1",-1.26335339583171,0.5,8,"XP08"
"AQEJECZTMBYS","B8",-1.26335339583171,0.5,5,"XP08"
"AQEJECZTMBYS","B5",-1.26335339583171,0.5,8,"XP08"
"AQEJECZTMBYS","B7",-1.26335339583171,0.5,9,"XP08"
"AQEJECZTMBYS","B6",-1.26335339583171,0.5,8,"XP08"
"AQEJECZTMBYS","M8",-1.26335339583171,-0.5,2,"XP08"
"AQEJECZTMBYS","M3",-1.26335339583171,-0.5,2,"XP08"
"AQEJECZTMBYS","B4",-1.26335339583171,0.5,7,"XP08"
"AQEJECZTMBYS","B2",-1.26335339583171,0.5,8,"XP08"
"AQEJECZTMBYS","M2",-1.26335339583171,-0.5,3,"XP08"
"AQJMXVOZAJQU","M5",-0.225897627069246,-0.5,3,"XP08"
"AQJMXVOZAJQU","B5",-0.225897627069246,0.5,8,"XP08"
"AQJMXVOZAJQU","M2",-0.225897627069246,-0.5,2,"XP08"
"AQJMXVOZAJQU","B2",-0.225897627069246,0.5,9,"XP08"
"AQJMXVOZAJQU","M8",-0.225897627069246,-0.5,6,"XP08"
"AQJMXVOZAJQU","M3",-0.225897627069246,-0.5,2,"XP08"
"AQJMXVOZAJQU","M6",-0.225897627069246,-0.5,2,"XP08"
"AQJMXVOZAJQU","M1",-0.225897627069246,-0.5,1,"XP08"
"AQJMXVOZAJQU","B8",-0.225897627069246,0.5,1,"XP08"
"AQJMXVOZAJQU","B1",-0.225897627069246,0.5,8,"XP08"
"AQJMXVOZAJQU","B7",-0.225897627069246,0.5,8,"XP08"
"AQJMXVOZAJQU","B4",-0.225897627069246,0.5,9,"XP08"
"AQJMXVOZAJQU","M4",-0.225897627069246,-0.5,2,"XP08"
"AQJMXVOZAJQU","B6",-0.225897627069246,0.5,1,"XP08"
"AQJMXVOZAJQU","M7",-0.225897627069246,-0.5,7,"XP08"
"AQJMXVOZAJQU","B3",-0.225897627069246,0.5,4,"XP08"
"BSGGOCXWXGZY","M3",-0.448209577518345,0.5,2,"XP08"
"BSGGOCXWXGZY","B7",-0.448209577518345,-0.5,4,"XP08"
"BSGGOCXWXGZY","B3",-0.448209577518345,-0.5,6,"XP08"
"BSGGOCXWXGZY","B1",-0.448209577518345,-0.5,6,"XP08"
"BSGGOCXWXGZY","M5",-0.448209577518345,0.5,2,"XP08"
"BSGGOCXWXGZY","M1",-0.448209577518345,0.5,2,"XP08"
"BSGGOCXWXGZY","M7",-0.448209577518345,0.5,2,"XP08"
"BSGGOCXWXGZY","B2",-0.448209577518345,-0.5,5,"XP08"
"BSGGOCXWXGZY","B8",-0.448209577518345,-0.5,5,"XP08"
"BSGGOCXWXGZY","B5",-0.448209577518345,-0.5,7,"XP08"
"BSGGOCXWXGZY","M8",-0.448209577518345,0.5,1,"XP08"
"BSGGOCXWXGZY","M2",-0.448209577518345,0.5,2,"XP08"
"BSGGOCXWXGZY","M6",-0.448209577518345,0.5,2,"XP08"
"BSGGOCXWXGZY","B6",-0.448209577518345,-0.5,3,"XP08"
"BSGGOCXWXGZY","B4",-0.448209577518345,-0.5,4,"XP08"
"BSGGOCXWXGZY","M4",-0.448209577518345,0.5,2,"XP08"
"CGBYDPARLSVF","B2",-1.85618526369597,-0.5,7,"XP08"
"CGBYDPARLSVF","B4",-1.85618526369597,-0.5,8,"XP08"
"CGBYDPARLSVF","M3",-1.85618526369597,0.5,3,"XP08"
"CGBYDPARLSVF","M5",-1.85618526369597,0.5,2,"XP08"
"CGBYDPARLSVF","B7",-1.85618526369597,-0.5,8,"XP08"
"CGBYDPARLSVF","B1",-1.85618526369597,-0.5,7,"XP08"
"CGBYDPARLSVF","B6",-1.85618526369597,-0.5,7,"XP08"
"CGBYDPARLSVF","B5",-1.85618526369597,-0.5,7,"XP08"
"CGBYDPARLSVF","B3",-1.85618526369597,-0.5,7,"XP08"
"CGBYDPARLSVF","M4",-1.85618526369597,0.5,3,"XP08"
"CGBYDPARLSVF","M8",-1.85618526369597,0.5,3,"XP08"
"CGBYDPARLSVF","M2",-1.85618526369597,0.5,3,"XP08"
"CGBYDPARLSVF","B8",-1.85618526369597,-0.5,7,"XP08"
"CGBYDPARLSVF","M6",-1.85618526369597,0.5,8,"XP08"
"CGBYDPARLSVF","M7",-1.85618526369597,0.5,3,"XP08"
"CGBYDPARLSVF","M1",-1.85618526369597,0.5,3,"XP08"
"CWVOWCTMNMZM","M8",-1.33745737931474,-0.5,9,"XP08"
"CWVOWCTMNMZM","B8",-1.33745737931474,0.5,1,"XP08"
"CWVOWCTMNMZM","M7",-1.33745737931474,-0.5,9,"XP08"
"CWVOWCTMNMZM","B1",-1.33745737931474,0.5,1,"XP08"
"CWVOWCTMNMZM","M2",-1.33745737931474,-0.5,9,"XP08"
"CWVOWCTMNMZM","B6",-1.33745737931474,0.5,1,"XP08"
"CWVOWCTMNMZM","M4",-1.33745737931474,-0.5,9,"XP08"
"CWVOWCTMNMZM","M1",-1.33745737931474,-0.5,9,"XP08"
"CWVOWCTMNMZM","M5",-1.33745737931474,-0.5,9,"XP08"
"CWVOWCTMNMZM","M6",-1.33745737931474,-0.5,9,"XP08"
