"ppt","stim1","RWAscore","usvalence","response","XP"
"AIIGGHNCBZVT","B1",-0.0473042183325585,-0.5,5,"XP11"
"AIIGGHNCBZVT","M1",-0.0473042183325585,0.5,5,"XP11"
"AIIGGHNCBZVT","M3",-0.0473042183325585,0.5,5,"XP11"
"AIIGGHNCBZVT","B2",-0.0473042183325585,-0.5,6,"XP11"
"AIIGGHNCBZVT","M4",-0.0473042183325585,0.5,5,"XP11"
"AIIGGHNCBZVT","M5",-0.0473042183325585,0.5,4,"XP11"
"AIIGGHNCBZVT","M2",-0.0473042183325585,0.5,7,"XP11"
"AIIGGHNCBZVT","M7",-0.0473042183325585,0.5,5,"XP11"
"AIIGGHNCBZVT","B6",-0.0473042183325585,-0.5,5,"XP11"
"AIIGGHNCBZVT","B3",-0.0473042183325585,-0.5,7,"XP11"
"AIIGGHNCBZVT","B7",-0.0473042183325585,-0.5,4,"XP11"
"AIIGGHNCBZVT","B4",-0.0473042183325585,-0.5,3,"XP11"
"AIIGGHNCBZVT","M6",-0.0473042183325585,0.5,6,"XP11"
"AIIGGHNCBZVT","B8",-0.0473042183325585,-0.5,3,"XP11"
"AIIGGHNCBZVT","M8",-0.0473042183325585,0.5,6,"XP11"
"AIIGGHNCBZVT","B5",-0.0473042183325585,-0.5,3,"XP11"
"AKLNPBHVJPOH","B3",0.109745786531536,0.5,9,"XP11"
"AKLNPBHVJPOH","B8",0.109745786531536,0.5,9,"XP11"
"AKLNPBHVJPOH","B7",0.109745786531536,0.5,9,"XP11"
"AKLNPBHVJPOH","M1",0.109745786531536,-0.5,9,"XP11"
"AKLNPBHVJPOH","M2",0.109745786531536,-0.5,1,"XP11"
"AKLNPBHVJPOH","M8",0.109745786531536,-0.5,1,"XP11"
"AKLNPBHVJPOH","B5",0.109745786531536,0.5,9,"XP11"
"AKLNPBHVJPOH","B6",0.109745786531536,0.5,9,"XP11"
"AKLNPBHVJPOH","M3",0.109745786531536,-0.5,1,"XP11"
"AKLNPBHVJPOH","B1",0.109745786531536,0.5,9,"XP11"
"AKLNPBHVJPOH","M4",0.109745786531536,-0.5,1,"XP11"
"AKLNPBHVJPOH","M5",0.109745786531536,-0.5,1,"XP11"
"AKLNPBHVJPOH","B4",0.109745786531536,0.5,9,"XP11"
"AKLNPBHVJPOH","M7",0.109745786531536,-0.5,1,"XP11"
"AKLNPBHVJPOH","M6",0.109745786531536,-0.5,1,"XP11"
"AKLNPBHVJPOH","B2",0.109745786531536,0.5,9,"XP11"
"AMZIVDGOPDGA","M1",0.423845796259725,-0.5,5,"XP11"
"AMZIVDGOPDGA","M5",0.423845796259725,-0.5,5,"XP11"
"AMZIVDGOPDGA","M7",0.423845796259725,-0.5,5,"XP11"
"AMZIVDGOPDGA","B6",0.423845796259725,0.5,5,"XP11"
"AMZIVDGOPDGA","B8",0.423845796259725,0.5,5,"XP11"
"AMZIVDGOPDGA","B4",0.423845796259725,0.5,5,"XP11"
"AMZIVDGOPDGA","B2",0.423845796259725,0.5,5,"XP11"
"AMZIVDGOPDGA","B5",0.423845796259725,0.5,5,"XP11"
"AMZIVDGOPDGA","M4",0.423845796259725,-0.5,5,"XP11"
"AMZIVDGOPDGA","B7",0.423845796259725,0.5,3,"XP11"
"AMZIVDGOPDGA","M2",0.423845796259725,-0.5,5,"XP11"
"AMZIVDGOPDGA","M6",0.423845796259725,-0.5,5,"XP11"
"AMZIVDGOPDGA","B3",0.423845796259725,0.5,5,"XP11"
"AMZIVDGOPDGA","B1",0.423845796259725,0.5,5,"XP11"
"AMZIVDGOPDGA","M3",0.423845796259725,-0.5,2,"XP11"
"AMZIVDGOPDGA","M8",0.423845796259725,-0.5,5,"XP11"
"BAAUUPYTYYCB","B6",0.528545799502455,-0.5,1,"XP11"
"BAAUUPYTYYCB","M6",0.528545799502455,0.5,9,"XP11"
"BAAUUPYTYYCB","M1",0.528545799502455,0.5,5,"XP11"
"BAAUUPYTYYCB","M2",0.528545799502455,0.5,6,"XP11"
"BAAUUPYTYYCB","B7",0.528545799502455,-0.5,5,"XP11"
"BAAUUPYTYYCB","B8",0.528545799502455,-0.5,4,"XP11"
"BAAUUPYTYYCB","M8",0.528545799502455,0.5,6,"XP11"
"BAAUUPYTYYCB","B4",0.528545799502455,-0.5,4,"XP11"
"BAAUUPYTYYCB","M5",0.528545799502455,0.5,5,"XP11"
"BAAUUPYTYYCB","M7",0.528545799502455,0.5,2,"XP11"
"BAAUUPYTYYCB","M4",0.528545799502455,0.5,5,"XP11"
"BAAUUPYTYYCB","M3",0.528545799502455,0.5,6,"XP11"
"BAAUUPYTYYCB","B2",0.528545799502455,-0.5,4,"XP11"
"BAAUUPYTYYCB","B5",0.528545799502455,-0.5,3,"XP11"
"BAAUUPYTYYCB","B1",0.528545799502455,-0.5,8,"XP11"
"BAAUUPYTYYCB","B3",0.528545799502455,-0.5,5,"XP11"
"BAVZKDSUECPF","B5",0.47619579788109,0.5,5,"XP11"
"BAVZKDSUECPF","M2",0.47619579788109,-0.5,6,"XP11"
"BAVZKDSUECPF","M6",0.47619579788109,-0.5,9,"XP11"
"BAVZKDSUECPF","B6",0.47619579788109,0.5,5,"XP11"
"BAVZKDSUECPF","M5",0.47619579788109,-0.5,6,"XP11"
"BAVZKDSUECPF","B7",0.47619579788109,0.5,4,"XP11"
"BAVZKDSUECPF","B2",0.47619579788109,0.5,5,"XP11"
"BAVZKDSUECPF","B8",0.47619579788109,0.5,6,"XP11"
"BAVZKDSUECPF","M4",0.47619579788109,-0.5,6,"XP11"
"BAVZKDSUECPF","M7",0.47619579788109,-0.5,5,"XP11"
"BAVZKDSUECPF","M8",0.47619579788109,-0.5,5,"XP11"
"BAVZKDSUECPF","B1",0.47619579788109,0.5,5,"XP11"
"BAVZKDSUECPF","M3",0.47619579788109,-0.5,5,"XP11"
"BAVZKDSUECPF","B3",0.47619579788109,0.5,4,"XP11"
"BAVZKDSUECPF","M1",0.47619579788109,-0.5,5,"XP11"
"BAVZKDSUECPF","B4",0.47619579788109,0.5,5,"XP11"
"BJYHGLUNBQJI","M2",0.894995810852008,0.5,4,"XP11"
"BJYHGLUNBQJI","M8",0.894995810852008,0.5,4,"XP11"
"BJYHGLUNBQJI","B2",0.894995810852008,-0.5,6,"XP11"
"BJYHGLUNBQJI","M4",0.894995810852008,0.5,4,"XP11"
"BJYHGLUNBQJI","M5",0.894995810852008,0.5,5,"XP11"
"BJYHGLUNBQJI","M1",0.894995810852008,0.5,6,"XP11"
"BJYHGLUNBQJI","B3",0.894995810852008,-0.5,3,"XP11"
