"ppt","type","trialNo","subjectGroup","condition1","title","content","trialText","head","stimFormat","pageBreak","stim1","stim2","key","ITI","ISI","presTime","random","randomBlock","feedbackIncorrect","feedbackCorrect","button1","button2","button3","button4","keyboard","responseType","responseOptions","orderPres","orderFile","timestamp","response","RT","correct","responseCode"
"AAMOKZPAFMKE","test",1,0,"apprentissage","na","na","Watch carefully these four families","na",".jpg","na","learn04","na","na",500,"na","na","na","na","na","na","NEXT","na","na","na","na","na","na",1,1,77050,1,18692,0,NA
"AAMOKZPAFMKE","test",2,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","O1","na","3",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",2,18,82349,3,4784,1,NA
"AAMOKZPAFMKE","test",4,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","O3","na","3",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",3,20,86673,3,1885,1,NA
"AAMOKZPAFMKE","test",17,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","P7","na","4",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",4,32,91159,4,2553,1,NA
"AAMOKZPAFMKE","test",13,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","P4","na","4",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",5,29,94997,4,1969,1,NA
"AAMOKZPAFMKE","test",10,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","P1","na","4",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",6,26,98492,4,1543,1,NA
"AAMOKZPAFMKE","test",9,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","O8","na","3",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",7,25,102031,3,1996,1,NA
"AAMOKZPAFMKE","test",17,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M7","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",8,16,106892,2,3300,1,NA
"AAMOKZPAFMKE","test",3,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B2","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",9,3,110913,1,2112,1,NA
"AAMOKZPAFMKE","test",12,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","P3","na","4",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",10,28,114603,4,2066,1,NA
"AAMOKZPAFMKE","test",5,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","O4","na","3",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",11,21,117190,3,1057,1,NA
"AAMOKZPAFMKE","test",5,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B4","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",12,5,121113,1,2475,1,NA
"AAMOKZPAFMKE","test",16,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M6","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",13,15,124163,2,1624,1,NA
"AAMOKZPAFMKE","test",11,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M2","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",14,11,126859,2,1289,1,NA
"AAMOKZPAFMKE","test",11,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","P2","na","4",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",15,27,129769,4,1678,1,NA
"AAMOKZPAFMKE","test",14,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M5","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",16,14,134155,2,2612,1,NA
"AAMOKZPAFMKE","test",3,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","O2","na","3",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",17,19,138200,3,1906,1,NA
"AAMOKZPAFMKE","test",4,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B3","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",18,4,141535,1,1981,1,NA
"AAMOKZPAFMKE","test",2,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B1","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",19,2,144674,1,1879,1,NA
"AAMOKZPAFMKE","test",12,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M3","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",20,12,149066,2,1560,1,NA
"AAMOKZPAFMKE","test",16,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","P6","na","4",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",21,31,152488,4,1657,1,NA
"AAMOKZPAFMKE","test",18,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","P8","na","4",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",22,33,155174,4,1163,1,NA
"AAMOKZPAFMKE","test",14,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","P5","na","4",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",23,30,157965,4,1418,1,NA
"AAMOKZPAFMKE","test",7,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B6","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",24,7,163123,1,3860,1,NA
"AAMOKZPAFMKE","test",6,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","O5","na","3",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",25,22,165846,2,1541,0,NA
"AAMOKZPAFMKE","test",7,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","O6","na","3",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",26,23,171520,3,3034,1,NA
"AAMOKZPAFMKE","test",10,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M1","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",27,10,174514,2,1616,1,NA
"AAMOKZPAFMKE","test",8,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","O7","na","3",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",28,24,176992,3,1210,1,NA
"AAMOKZPAFMKE","test",9,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B8","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",29,9,180263,1,1738,1,NA
"AAMOKZPAFMKE","test",8,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B7","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",30,8,182896,1,1421,1,NA
"AAMOKZPAFMKE","test",6,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B5","na","1",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",31,6,185312,1,1195,1,NA
"AAMOKZPAFMKE","test",13,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M4","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",32,13,187736,2,1110,1,NA
"AAMOKZPAFMKE","test",18,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M8","na","2",500,"na","na","1","na","Your answer is wrong","Your answer is correct","FAMILY A","FAMILY B","FAMILY C","FAMILY D","na","na","na",33,17,192506,2,3278,1,NA
"AAMOKZPAFMKE","test",12,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M4","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",34,45,505451,2,4391,0,NA
"AAMOKZPAFMKE","test",11,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","O3","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",35,60,511715,4,5754,0,NA
"AAMOKZPAFMKE","test",1,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B1","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",36,34,515241,8,3018,0,NA
"AAMOKZPAFMKE","test",9,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M1","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",37,42,518330,2,2580,0,NA
"AAMOKZPAFMKE","test",13,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M5","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",38,46,519405,2,565,0,NA
"AAMOKZPAFMKE","test",10,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M2","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",39,43,520556,2,640,0,NA
"AAMOKZPAFMKE","test",5,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B5","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",40,38,522165,8,1100,0,NA
"AAMOKZPAFMKE","test",15,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","O7","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",41,64,525045,6,2372,0,NA
"AAMOKZPAFMKE","test",8,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B8","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",42,41,528333,9,2778,0,NA
"AAMOKZPAFMKE","test",4,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B4","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",43,37,532422,8,3580,0,NA
"AAMOKZPAFMKE","test",10,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","O2","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",44,59,536607,4,3676,0,NA
"AAMOKZPAFMKE","test",8,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","P8","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",45,57,541520,6,4404,0,NA
"AAMOKZPAFMKE","test",13,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","O5","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",46,62,545983,4,3954,0,NA
"AAMOKZPAFMKE","test",15,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M7","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",47,48,547821,2,1328,0,NA
"AAMOKZPAFMKE","test",2,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","P2","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",48,51,551098,6,2768,0,NA
"AAMOKZPAFMKE","test",3,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","P3","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",49,52,555740,6,4132,0,NA
"AAMOKZPAFMKE","test",2,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B2","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",50,35,557945,9,1696,0,NA
"AAMOKZPAFMKE","test",5,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","P5","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",51,54,561140,6,2687,0,NA
"AAMOKZPAFMKE","test",9,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","O1","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",52,58,564229,4,2580,0,NA
"AAMOKZPAFMKE","test",7,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B7","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",53,40,566290,9,1552,0,NA
"AAMOKZPAFMKE","test",14,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","O6","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",54,63,568917,4,2117,0,NA
"AAMOKZPAFMKE","test",4,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","P4","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",55,53,570948,6,1522,0,NA
"AAMOKZPAFMKE","test",1,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","P1","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",56,50,572370,4,913,0,NA
"AAMOKZPAFMKE","test",16,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M8","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",57,49,574805,1,1926,0,NA
"AAMOKZPAFMKE","test",12,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","O4","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",58,61,579196,4,3882,0,NA
"AAMOKZPAFMKE","test",14,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M6","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",59,47,581193,1,1488,0,NA
"AAMOKZPAFMKE","test",7,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","P7","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",60,56,584189,6,2483,0,NA
"AAMOKZPAFMKE","test",16,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","O8","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",61,65,587836,4,3138,0,NA
"AAMOKZPAFMKE","test",6,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B6","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",62,39,589914,9,1569,0,NA
"AAMOKZPAFMKE","test",11,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M3","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",63,44,592699,1,2276,0,NA
"AAMOKZPAFMKE","test",3,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B3","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",64,36,593940,9,732,0,NA
"AAMOKZPAFMKE","test",6,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","P6","na","na",500,"na","na","10","na","na","na","na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",65,55,599794,6,5336,0,NA
"AAMOKZPAFMKE","test",16,1,"memory1","na","na","This member was presented with a member of Family C or D:<br><br>","na",".jpg","na","M8","na","na",500,"na","na","10","na","na","na","Family C","I don't know","Family D","na","1 2 3 4 5 6 7 8 9","na","na",66,177,616565,1,12807,0,NA
"AAMOKZPAFMKE","test",9,1,"memory1","na","na","This member was presented with a member of Family C or D:<br><br>","na",".jpg","na","M1","na","na",500,"na","na","10","na","na","na","Family C","I don't know","Family D","na","1 2 3 4 5 6 7 8 9","na","na",67,170,619712,1,2639,0,NA
"AAMOKZPAFMKE","test",11,1,"memory1","na","na","This member was presented with a member of Family C or D:<br><br>","na",".jpg","na","M3","na","na",500,"na","na","10","na","na","na","Family C","I don't know","Family D","na","1 2 3 4 5 6 7 8 9","na","na",68,172,621461,1,1240,0,NA
"AAMOKZPAFMKE","test",6,1,"memory1","na","na","This member was presented with a member of Family C or D:<br><br>","na",".jpg","na","B6","na","na",500,"na","na","10","na","na","na","Family C","I don't know","Family D","na","1 2 3 4 5 6 7 8 9","na","na",69,167,634215,1,12245,0,NA
"AAMOKZPAFMKE","test",14,1,"memory1","na","na","This member was presented with a member of Family C or D:<br><br>","na",".jpg","na","M6","na","na",500,"na","na","10","na","na","na","Family C","I don't know","Family D","na","1 2 3 4 5 6 7 8 9","na","na",70,175,637083,1,2353,0,NA
"AAMOKZPAFMKE","test",2,1,"memory1","na","na","This member was presented with a member of Family C or D:<br><br>","na",".jpg","na","B2","na","na",500,"na","na","10","na","na","na","Family C","I don't know","Family D","na","1 2 3 4 5 6 7 8 9","na","na",71,163,638935,1,1340,0,NA
"AAMOKZPAFMKE","test",7,1,"memory1","na","na","This member was presented with a member of Family C or D:<br><br>","na",".jpg","na","B7","na","na",500,"na","na","10","na","na","na","Family C","I don't know","Family D","na","1 2 3 4 5 6 7 8 9","na","na",72,168,640482,1,1039,0,NA
"AAMOKZPAFMKE","test",4,1,"memory1","na","na","This member was presented with a member of Family C or D:<br><br>","na",".jpg","na","B4","na","na",500,"na","na","10","na","na","na","Family C","I don't know","Family D","na","1 2 3 4 5 6 7 8 9","na","na",73,165,641914,1,924,0,NA
"AAMOKZPAFMKE","test",13,1,"memory1","na","na","This member was presented with a member of Family C or D:<br><br>","na",".jpg","na","M5","na","na",500,"na","na","10","na","na","na","Family C","I don't know","Family D","na","1 2 3 4 5 6 7 8 9","na","na",74,174,643918,1,1496,0,NA
"AAMOKZPAFMKE","test",10,1,"memory1","na","na","This member was presented with a member of Family C or D:<br><br>","na",".jpg","na","M2","na","na",500,"na","na","10","na","na","na","Family C","I don't know","Family D","na","1 2 3 4 5 6 7 8 9","na","na",75,171,645294,1,867,0,NA
"AAMOKZPAFMKE","test",5,1,"memory1","na","na","This member was presented with a member of Family C or D:<br><br>","na",".jpg","na","B5","na","na",500,"na","na","10","na","na","na","Family C","I don't know","Family D","na","1 2 3 4 5 6 7 8 9","na","na",76,166,646407,1,605,0,NA
"AAMOKZPAFMKE","test",1,1,"memory1","na","na","This member was presented with a member of Family C or D:<br><br>","na",".jpg","na","B1","na","na",500,"na","na","10","na","na","na","Family C","I don't know","Family D","na","1 2 3 4 5 6 7 8 9","na","na",77,162,648139,1,1224,0,NA
"AAMOKZPAFMKE","test",15,1,"memory1","na","na","This member was presented with a member of Family C or D:<br><br>","na",".jpg","na","M7","na","na",500,"na","na","10","na","na","na","Family C","I don't know","Family D","na","1 2 3 4 5 6 7 8 9","na","na",78,176,650708,1,2060,0,NA
"AAMOKZPAFMKE","test",3,1,"memory1","na","na","This member was presented with a member of Family C or D:<br><br>","na",".jpg","na","B3","na","na",500,"na","na","10","na","na","na","Family C","I don't know","Family D","na","1 2 3 4 5 6 7 8 9","na","na",79,164,652746,1,1528,0,NA
"AAMOKZPAFMKE","test",8,1,"memory1","na","na","This member was presented with a member of Family C or D:<br><br>","na",".jpg","na","B8","na","na",500,"na","na","10","na","na","na","Family C","I don't know","Family D","na","1 2 3 4 5 6 7 8 9","na","na",80,169,658250,1,4995,0,NA
"AAMOKZPAFMKE","test",12,1,"memory1","na","na","This member was presented with a member of Family C or D:<br><br>","na",".jpg","na","M4","na","na",500,"na","na","10","na","na","na","Family C","I don't know","Family D","na","1 2 3 4 5 6 7 8 9","na","na",81,173,659713,1,955,0,NA
"AAMOKZPAFMKE","test",1,0,"RWA","na","na","Our country needs a powerful leader in order to destroy the radical and immoral currents prevailing in society today.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","na","na","1 2 3 4 5 6 7","na","na",82,226,675645,6,9263,0,NA
"AAMOKZPAFMKE","test",7,0,"RWA","na","na","It would be best if newspapers were censored so that people would not be able to get hold of destructive and disgusting material.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","na","na","7 2 3 4 5 6 7","na","na",83,232,683960,3,7808,0,NA
"AAMOKZPAFMKE","test",9,0,"RWA","na","na","Our forefathers ought to be honored more for the way they have built our society at the same time we ought to put an end to those forces destroying it.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","na","na","9 2 3 4 5 6 7","na","na",84,234,687471,5,2996,0,NA
"AAMOKZPAFMKE","test",14,0,"RWA","na","na","The situation in the society of today would be improved if troublemakers were treated with reason and humanity.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","na","na","14 2 3 4 5 6 7","na","na",85,239,706976,3,18996,0,NA
"AAMOKZPAFMKE","test",6,0,"RWA","na","na","The society needs to show openness towards people thinking differently rather than a strong leader the world is not particularly evil or dangerous.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","na","na","6 2 3 4 5 6 7","na","na",86,231,715071,7,7586,0,NA
"AAMOKZPAFMKE","test",11,0,"RWA","na","na","There are many radical immoral people trying to ruin things the society ought to stop them.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","na","na","11 2 3 4 5 6 7","na","na",87,236,719761,4,4181,0,NA
"AAMOKZPAFMKE","test",4,0,"RWA","na","na","Our society would be better off if we showed tolerance and understanding for untraditional values and opinions.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","na","na","4 2 3 4 5 6 7","na","na",88,229,733094,7,12826,0,NA
"AAMOKZPAFMKE","test",8,0,"RWA","na","na","Many good people challenge the state criticize the church and ignore the normal way of living.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","na","na","8 2 3 4 5 6 7","na","na",89,233,748632,4,15030,0,NA
"AAMOKZPAFMKE","test",5,0,"RWA","na","na","Gods laws about abortion pornography and marriage must be strictly followed before it is too late violations must be punished.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","na","na","5 2 3 4 5 6 7","na","na",90,230,751550,4,2405,0,NA
"AAMOKZPAFMKE","test",3,0,"RWA","na","na","The old-fashioned ways and old-fashioned values still show the best way to live.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na",500,"na","na","14","na","na","na","na","na","na","na","3 2 3 4 5 6 7","na","na",91,228,803394,7,51336,0,NA
