Subject,RWA,SDO,SPE,WCST,CS,Age,assignment,CS_family,CSratings,CSratings_RT,recognition_task,Flex,Flex_c,high_flex,low_flex,filter_3,flex_z,filter_subj_FLEX,filter_$,Ordre,RWA_c,SDO_c,SPE_c
21883,36,14,20,,B6,19,-1,-1,7,2440,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,"4,580645","-10,516129","-2,645161"
21883,36,14,20,,B7,19,-1,-1,7,10263,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,"4,580645","-10,516129","-2,645161"
21883,36,14,20,,B8,19,-1,-1,7,1061,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,"4,580645","-10,516129","-2,645161"
21883,36,14,20,,M1,19,-1,1,2,2884,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,"4,580645","-10,516129","-2,645161"
21883,36,14,20,,M2,19,-1,1,3,1670,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,"4,580645","-10,516129","-2,645161"
21883,36,14,20,,M3,19,-1,1,3,15788,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,"4,580645","-10,516129","-2,645161"
21883,36,14,20,,M4,19,-1,1,7,2366,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,"4,580645","-10,516129","-2,645161"
21883,36,14,20,,M5,19,-1,1,6,12548,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,"4,580645","-10,516129","-2,645161"
21883,36,14,20,,M6,19,-1,1,4,3932,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,"4,580645","-10,516129","-2,645161"
21883,36,14,20,,M7,19,-1,1,7,17715,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,"4,580645","-10,516129","-2,645161"
21883,36,14,20,,M8,19,-1,1,6,6191,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,"4,580645","-10,516129","-2,645161"
22148,0,0,0,,B1,18,1,-1,5,3712,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
22148,0,0,0,,B2,18,1,-1,7,3177,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
22148,0,0,0,,B3,18,1,-1,2,7733,1,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,-1,,,
22148,0,0,0,,B4,18,1,-1,6,2343,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
22148,0,0,0,,B5,18,1,-1,6,2715,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
22148,0,0,0,,B6,18,1,-1,9,1810,1,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,-1,,,
22148,0,0,0,,B7,18,1,-1,2,4367,1,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,-1,,,
22148,0,0,0,,B8,18,1,-1,4,1525,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
22148,0,0,0,,M1,18,1,1,8,1148,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
22148,0,0,0,,M2,18,1,1,8,2398,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
22148,0,0,0,,M3,18,1,1,7,1814,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
22148,0,0,0,,M4,18,1,1,7,1730,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
22148,0,0,0,,M5,18,1,1,9,1519,1,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,1,,,
22148,0,0,0,,M6,18,1,1,9,1653,1,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,1,,,
22148,0,0,0,,M7,18,1,1,7,1572,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
22148,0,0,0,,M8,18,1,1,5,2784,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
22862,0,0,0,,B1,31,1,-1,2,3368,0,"14,06","3,433455","-0,6539","7,52081",0,"0,9092321039",1,1,-1,,,
22862,0,0,0,,B2,31,1,-1,3,2495,1,"14,06","3,433455","-0,6539","7,52081",1,"0,9092321039",1,1,-1,,,
22862,0,0,0,,B3,31,1,-1,3,2454,1,"14,06","3,433455","-0,6539","7,52081",1,"0,9092321039",1,1,-1,,,
22862,0,0,0,,B4,31,1,-1,2,2879,0,"14,06","3,433455","-0,6539","7,52081",0,"0,9092321039",1,1,-1,,,
22862,0,0,0,,B5,31,1,-1,3,3617,0,"14,06","3,433455","-0,6539","7,52081",1,"0,9092321039",1,1,-1,,,
22862,0,0,0,,B6,31,1,-1,2,4158,0,"14,06","3,433455","-0,6539","7,52081",0,"0,9092321039",1,1,-1,,,
22862,0,0,0,,B7,31,1,-1,2,4174,1,"14,06","3,433455","-0,6539","7,52081",0,"0,9092321039",1,1,-1,,,
22862,0,0,0,,B8,31,1,-1,3,6392,0,"14,06","3,433455","-0,6539","7,52081",1,"0,9092321039",1,1,-1,,,
22862,0,0,0,,M1,31,1,1,7,2047,1,"14,06","3,433455","-0,6539","7,52081",1,"0,9092321039",1,1,1,,,
22862,0,0,0,,M2,31,1,1,5,4966,0,"14,06","3,433455","-0,6539","7,52081",1,"0,9092321039",1,1,1,,,
22862,0,0,0,,M3,31,1,1,6,3915,1,"14,06","3,433455","-0,6539","7,52081",1,"0,9092321039",1,1,1,,,
22862,0,0,0,,M4,31,1,1,6,2299,1,"14,06","3,433455","-0,6539","7,52081",1,"0,9092321039",1,1,1,,,
22862,0,0,0,,M5,31,1,1,8,3459,0,"14,06","3,433455","-0,6539","7,52081",0,"0,9092321039",1,1,1,,,
22862,0,0,0,,M6,31,1,1,5,5565,1,"14,06","3,433455","-0,6539","7,52081",1,"0,9092321039",1,1,1,,,
22862,0,0,0,,M7,31,1,1,5,2350,0,"14,06","3,433455","-0,6539","7,52081",1,"0,9092321039",1,1,1,,,
22862,0,0,0,,M8,31,1,1,7,15476,1,"14,06","3,433455","-0,6539","7,52081",1,"0,9092321039",1,1,1,,,
22894,24,16,31,,B1,19,1,-1,2,1524,1,"7,81","-2,816545","-6,9039","1,27081",0,"-0,7458647736",1,1,-1,"-7,419355","-8,516129","8,354839"
22894,24,16,31,,B2,19,1,-1,3,3702,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,"-7,419355","-8,516129","8,354839"
22894,24,16,31,,B3,19,1,-1,2,2496,1,"7,81","-2,816545","-6,9039","1,27081",0,"-0,7458647736",1,1,-1,"-7,419355","-8,516129","8,354839"
22894,24,16,31,,B4,19,1,-1,2,1352,1,"7,81","-2,816545","-6,9039","1,27081",0,"-0,7458647736",1,1,-1,"-7,419355","-8,516129","8,354839"
22894,24,16,31,,B5,19,1,-1,2,2051,1,"7,81","-2,816545","-6,9039","1,27081",0,"-0,7458647736",1,1,-1,"-7,419355","-8,516129","8,354839"
22894,24,16,31,,B6,19,1,-1,3,2434,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,"-7,419355","-8,516129","8,354839"
22894,24,16,31,,B7,19,1,-1,3,921,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,"-7,419355","-8,516129","8,354839"
22894,24,16,31,,B8,19,1,-1,3,3509,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,"-7,419355","-8,516129","8,354839"
22894,24,16,31,,M1,19,1,1,8,9466,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,"-7,419355","-8,516129","8,354839"
22894,24,16,31,,M2,19,1,1,9,3705,1,"7,81","-2,816545","-6,9039","1,27081",0,"-0,7458647736",1,1,1,"-7,419355","-8,516129","8,354839"
22894,24,16,31,,M3,19,1,1,7,3253,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,"-7,419355","-8,516129","8,354839"
22894,24,16,31,,M4,19,1,1,7,2504,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,"-7,419355","-8,516129","8,354839"
22894,24,16,31,,M5,19,1,1,7,2067,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,"-7,419355","-8,516129","8,354839"
22894,24,16,31,,M6,19,1,1,8,4223,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,"-7,419355","-8,516129","8,354839"
22894,24,16,31,,M7,19,1,1,8,2355,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,"-7,419355","-8,516129","8,354839"
22894,24,16,31,,M8,19,1,1,8,2081,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,"-7,419355","-8,516129","8,354839"
22981,34,20,25,,B1,19,-1,-1,6,1809,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,"2,580645","-4,516129","2,354839"
22981,34,20,25,,B2,19,-1,-1,3,1410,0,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,1,"2,580645","-4,516129","2,354839"
22981,34,20,25,,B3,19,-1,-1,3,1560,1,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,1,"2,580645","-4,516129","2,354839"
22981,34,20,25,,B4,19,-1,-1,5,1696,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,"2,580645","-4,516129","2,354839"
22981,34,20,25,,B5,19,-1,-1,8,6089,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,"2,580645","-4,516129","2,354839"
22981,34,20,25,,B6,19,-1,-1,2,2340,0,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,1,"2,580645","-4,516129","2,354839"
22981,34,20,25,,B7,19,-1,-1,8,1812,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,"2,580645","-4,516129","2,354839"
22981,34,20,25,,B8,19,-1,-1,6,3002,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,"2,580645","-4,516129","2,354839"
22981,34,20,25,,M1,19,-1,1,5,12928,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,"2,580645","-4,516129","2,354839"
22981,34,20,25,,M2,19,-1,1,8,888,1,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,-1,"2,580645","-4,516129","2,354839"
22981,34,20,25,,M3,19,-1,1,8,1547,0,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,-1,"2,580645","-4,516129","2,354839"
22981,34,20,25,,M4,19,-1,1,8,1452,1,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,-1,"2,580645","-4,516129","2,354839"
22981,34,20,25,,M5,19,-1,1,8,1410,1,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,-1,"2,580645","-4,516129","2,354839"
22981,34,20,25,,M6,19,-1,1,7,2345,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,"2,580645","-4,516129","2,354839"
22981,34,20,25,,M7,19,-1,1,8,14060,1,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,-1,"2,580645","-4,516129","2,354839"
22981,34,20,25,,M8,19,-1,1,4,5994,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,"2,580645","-4,516129","2,354839"
23775,34,30,17,,B1,19,1,-1,7,2026,1,"15,63","5,003455","0,9161","9,09081",1,"1,3249924395",1,1,-1,"2,580645","5,483871","-5,645161"
23775,34,30,17,,B2,19,1,-1,4,1658,1,"15,63","5,003455","0,9161","9,09081",1,"1,3249924395",1,1,-1,"2,580645","5,483871","-5,645161"
23775,34,30,17,,B3,19,1,-1,6,3467,1,"15,63","5,003455","0,9161","9,09081",1,"1,3249924395",1,1,-1,"2,580645","5,483871","-5,645161"
23775,34,30,17,,B4,19,1,-1,4,3420,1,"15,63","5,003455","0,9161","9,09081",1,"1,3249924395",1,1,-1,"2,580645","5,483871","-5,645161"
23775,34,30,17,,B5,19,1,-1,5,2995,1,"15,63","5,003455","0,9161","9,09081",1,"1,3249924395",1,1,-1,"2,580645","5,483871","-5,645161"
23775,34,30,17,,B6,19,1,-1,5,2428,1,"15,63","5,003455","0,9161","9,09081",1,"1,3249924395",1,1,-1,"2,580645","5,483871","-5,645161"
23775,34,30,17,,B7,19,1,-1,6,2071,1,"15,63","5,003455","0,9161","9,09081",1,"1,3249924395",1,1,-1,"2,580645","5,483871","-5,645161"
23775,34,30,17,,B8,19,1,-1,6,2136,1,"15,63","5,003455","0,9161","9,09081",1,"1,3249924395",1,1,-1,"2,580645","5,483871","-5,645161"
23775,34,30,17,,M1,19,1,1,7,3138,1,"15,63","5,003455","0,9161","9,09081",1,"1,3249924395",1,1,1,"2,580645","5,483871","-5,645161"
23775,34,30,17,,M2,19,1,1,7,6321,1,"15,63","5,003455","0,9161","9,09081",1,"1,3249924395",1,1,1,"2,580645","5,483871","-5,645161"
23775,34,30,17,,M3,19,1,1,8,2003,1,"15,63","5,003455","0,9161","9,09081",0,"1,3249924395",1,1,1,"2,580645","5,483871","-5,645161"
23775,34,30,17,,M4,19,1,1,8,2056,1,"15,63","5,003455","0,9161","9,09081",0,"1,3249924395",1,1,1,"2,580645","5,483871","-5,645161"
23775,34,30,17,,M5,19,1,1,8,9911,1,"15,63","5,003455","0,9161","9,09081",0,"1,3249924395",1,1,1,"2,580645","5,483871","-5,645161"
23775,34,30,17,,M6,19,1,1,8,2466,1,"15,63","5,003455","0,9161","9,09081",0,"1,3249924395",1,1,1,"2,580645","5,483871","-5,645161"
23775,34,30,17,,M7,19,1,1,8,1528,1,"15,63","5,003455","0,9161","9,09081",0,"1,3249924395",1,1,1,"2,580645","5,483871","-5,645161"
23775,34,30,17,,M8,19,1,1,7,972,1,"15,63","5,003455","0,9161","9,09081",1,"1,3249924395",1,1,1,"2,580645","5,483871","-5,645161"
24617,0,0,0,,B1,20,-1,-1,6,1027,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,,,
24617,0,0,0,,B2,20,-1,-1,3,5195,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,,,
24617,0,0,0,,B3,20,-1,-1,6,13954,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,,,
24617,0,0,0,,B4,20,-1,-1,5,1431,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,,,
24617,0,0,0,,B5,20,-1,-1,5,4120,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,,,
24617,0,0,0,,B6,20,-1,-1,3,3036,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,,,
24617,0,0,0,,B7,20,-1,-1,5,2269,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,,,
24617,0,0,0,,B8,20,-1,-1,7,1767,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,,,
24617,0,0,0,,M1,20,-1,1,5,1149,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,,,
24617,0,0,0,,M2,20,-1,1,6,3347,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,,,
24617,0,0,0,,M3,20,-1,1,5,23567,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,,,
24617,0,0,0,,M4,20,-1,1,8,1050,1,"7,81","-2,816545","-6,9039","1,27081",0,"-0,7458647736",1,1,-1,,,
24617,0,0,0,,M5,20,-1,1,6,8147,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,,,
24617,0,0,0,,M6,20,-1,1,4,3625,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,,,
24617,0,0,0,,M7,20,-1,1,6,2431,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,,,
24617,0,0,0,,M8,20,-1,1,4,2613,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,,,
24953,0,0,0,,B1,20,-1,-1,5,6934,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
24953,0,0,0,,B2,20,-1,-1,7,4863,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
24953,0,0,0,,B3,20,-1,-1,4,3272,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
24953,0,0,0,,B4,20,-1,-1,8,2058,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
24953,0,0,0,,B5,20,-1,-1,9,2105,1,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,1,,,
24953,0,0,0,,B6,20,-1,-1,9,2314,1,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,1,,,
24953,0,0,0,,B7,20,-1,-1,5,4948,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
24953,0,0,0,,B8,20,-1,-1,3,7303,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
24953,0,0,0,,M1,20,-1,1,2,1910,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
24953,0,0,0,,M2,20,-1,1,1,2944,1,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,-1,,,
24953,0,0,0,,M3,20,-1,1,1,3159,1,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,-1,,,
24953,0,0,0,,M4,20,-1,1,3,12925,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
24953,0,0,0,,M5,20,-1,1,6,2678,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
24953,0,0,0,,M6,20,-1,1,6,14010,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
24953,0,0,0,,M7,20,-1,1,4,2349,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
24953,0,0,0,,M8,20,-1,1,6,13074,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
25327,0,0,0,,B1,19,-1,-1,7,650,1,"20,31","9,683455","5,5961","13,77081",1,"2,5643289814",1,1,1,,,
25327,0,0,0,,B2,19,-1,-1,7,949,1,"20,31","9,683455","5,5961","13,77081",1,"2,5643289814",1,1,1,,,
25327,0,0,0,,B3,19,-1,-1,8,9614,1,"20,31","9,683455","5,5961","13,77081",1,"2,5643289814",1,1,1,,,
25327,0,0,0,,B4,19,-1,-1,8,651,1,"20,31","9,683455","5,5961","13,77081",1,"2,5643289814",1,1,1,,,
25327,0,0,0,,B5,19,-1,-1,6,1343,1,"20,31","9,683455","5,5961","13,77081",1,"2,5643289814",1,1,1,,,
25327,0,0,0,,B6,19,-1,-1,6,1311,1,"20,31","9,683455","5,5961","13,77081",1,"2,5643289814",1,1,1,,,
25327,0,0,0,,B7,19,-1,-1,7,1950,1,"20,31","9,683455","5,5961","13,77081",1,"2,5643289814",1,1,1,,,
25327,0,0,0,,B8,19,-1,-1,6,2254,1,"20,31","9,683455","5,5961","13,77081",1,"2,5643289814",1,1,1,,,
25327,0,0,0,,M1,19,-1,1,2,5065,1,"20,31","9,683455","5,5961","13,77081",1,"2,5643289814",1,1,-1,,,
25327,0,0,0,,M2,19,-1,1,2,6163,1,"20,31","9,683455","5,5961","13,77081",1,"2,5643289814",1,1,-1,,,
25327,0,0,0,,M3,19,-1,1,2,17873,1,"20,31","9,683455","5,5961","13,77081",1,"2,5643289814",1,1,-1,,,
25327,0,0,0,,M4,19,-1,1,1,11246,1,"20,31","9,683455","5,5961","13,77081",1,"2,5643289814",1,1,-1,,,
25327,0,0,0,,M5,19,-1,1,3,2049,1,"20,31","9,683455","5,5961","13,77081",1,"2,5643289814",1,1,-1,,,
25327,0,0,0,,M6,19,-1,1,2,2140,1,"20,31","9,683455","5,5961","13,77081",1,"2,5643289814",1,1,-1,,,
25327,0,0,0,,M7,19,-1,1,2,1772,1,"20,31","9,683455","5,5961","13,77081",1,"2,5643289814",1,1,-1,,,
25327,0,0,0,,M8,19,-1,1,2,965,1,"20,31","9,683455","5,5961","13,77081",1,"2,5643289814",1,1,-1,,,
25538,0,0,0,,B1,18,-1,-1,8,3249,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
25538,0,0,0,,B2,18,-1,-1,6,2489,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
25538,0,0,0,,B3,18,-1,-1,6,2764,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
25538,0,0,0,,B4,18,-1,-1,8,2101,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
25538,0,0,0,,B5,18,-1,-1,7,2912,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
25538,0,0,0,,B6,18,-1,-1,7,4784,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
25538,0,0,0,,B7,18,-1,-1,9,1926,1,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,1,,,
25538,0,0,0,,B8,18,-1,-1,5,2634,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
25538,0,0,0,,M1,18,-1,1,2,1512,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
25538,0,0,0,,M2,18,-1,1,2,7813,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
25538,0,0,0,,M3,18,-1,1,3,2868,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
25538,0,0,0,,M4,18,-1,1,4,2776,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
25538,0,0,0,,M5,18,-1,1,1,3259,1,"9,38","-1,246545","-5,3339","2,84081",0,"-0,3301044379",1,1,-1,,,
25538,0,0,0,,M6,18,-1,1,5,10640,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
25538,0,0,0,,M7,18,-1,1,5,19120,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
25538,0,0,0,,M8,18,-1,1,3,2058,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
26175,0,0,0,,B1,19,-1,-1,8,875,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,,,
26175,0,0,0,,B2,19,-1,-1,8,1061,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,,,
26175,0,0,0,,B3,19,-1,-1,8,1178,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,,,
26175,0,0,0,,B4,19,-1,-1,8,1493,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,,,
26175,0,0,0,,B5,19,-1,-1,8,1289,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,,,
26175,0,0,0,,B6,19,-1,-1,8,2643,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,,,
26175,0,0,0,,B7,19,-1,-1,8,1535,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,,,
26175,0,0,0,,B8,19,-1,-1,8,493,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,1,,,
26175,0,0,0,,M1,19,-1,1,3,1330,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,,,
26175,0,0,0,,M2,19,-1,1,3,1887,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,,,
26175,0,0,0,,M3,19,-1,1,3,3962,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,,,
26175,0,0,0,,M4,19,-1,1,3,3777,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,,,
26175,0,0,0,,M5,19,-1,1,3,3531,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,,,
26175,0,0,0,,M6,19,-1,1,3,2345,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,,,
26175,0,0,0,,M7,19,-1,1,3,2440,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,,,
26175,0,0,0,,M8,19,-1,1,3,14443,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,,,
26416,0,0,0,,B1,19,-1,-1,5,14137,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
26416,0,0,0,,B2,19,-1,-1,5,561,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
26416,0,0,0,,B3,19,-1,-1,5,496,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
26416,0,0,0,,B4,19,-1,-1,5,625,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
26416,0,0,0,,B5,19,-1,-1,5,751,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
26416,0,0,0,,B6,19,-1,-1,5,600,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
26416,0,0,0,,B7,19,-1,-1,5,2375,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
26416,0,0,0,,B8,19,-1,-1,5,834,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,1,,,
26416,0,0,0,,M1,19,-1,1,5,859,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
26416,0,0,0,,M2,19,-1,1,5,418,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
26416,0,0,0,,M3,19,-1,1,5,487,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
26416,0,0,0,,M4,19,-1,1,5,877,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
26416,0,0,0,,M5,19,-1,1,5,401,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
26416,0,0,0,,M6,19,-1,1,5,1415,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
26416,0,0,0,,M7,19,-1,1,5,569,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
26416,0,0,0,,M8,19,-1,1,5,4675,1,"9,38","-1,246545","-5,3339","2,84081",1,"-0,3301044379",1,1,-1,,,
26446,0,0,0,,B1,22,1,-1,4,5643,1,"7,81","-2,816545","-6,9039","1,27081",1,"-0,7458647736",1,1,-1,,,
